catalog_id,path,line,col,pattern_kind,summary,tokens,csv_candidate_fields,disposition,canonical_field_citation,governed_ref,notes
6af59ca81cebf49c,.claude/worktrees/festive-sanderson-e4af16/calibration/edge_discovery.py,192,14,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
87eb345242238dd1,.claude/worktrees/festive-sanderson-e4af16/calibration/edge_validation.py,122,43,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
b91d2cf34ea085db,.claude/worktrees/festive-sanderson-e4af16/calibration/movement_target_phase65_isolation_v1.py,229,9,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
e719e034e642728d,.claude/worktrees/festive-sanderson-e4af16/calibration/movement_target_phase65_isolation_v1.py,236,49,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
b007b2fa66af2cae,.claude/worktrees/festive-sanderson-e4af16/calibration/phase65_edge_isolation_v1.py,406,9,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
6a818ae2f50acdc2,.claude/worktrees/festive-sanderson-e4af16/calibration/phase65_edge_isolation_v1.py,414,49,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
bb299a223f13e162,.claude/worktrees/festive-sanderson-e4af16/calibration/phase6_edge_discovery_governed_v1.py,190,14,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
3c7a7147a186795b,.claude/worktrees/festive-sanderson-e4af16/calibration/repair_anchor_coverage_pad_v1.py,64,101,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
0e1fd694b2beb149,.claude/worktrees/festive-sanderson-e4af16/calibration/repair_canonical_1m_edge_carry_v1.py,85,101,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
476ae94db778259c,.claude/worktrees/festive-sanderson-e4af16/calibration/repair_canonical_1m_interior_gaps_v1.py,98,101,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
6c5699e55bdbdab3,.claude/worktrees/festive-sanderson-e4af16/calibration/validate_logging_e2e.py,134,13,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
7eef6885fb81009a,.claude/worktrees/festive-sanderson-e4af16/calibration/validate_logging_e2e.py,137,13,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
fa0f7763ba8f9b7b,.claude/worktrees/festive-sanderson-e4af16/calibration/writer.py,269,21,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
40054c5ee8c211d9,.claude/worktrees/festive-sanderson-e4af16/call_engine.py,1069,11,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,spot,,UNREVIEWED,,,
2e6e4094dde9a37c,.claude/worktrees/festive-sanderson-e4af16/db.py,2717,28,DICT_GET_MARKET_DEFAULT,".get('volume', <default>) on market-like key",get volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
2b827e46396367fd,.claude/worktrees/festive-sanderson-e4af16/features/inference_snapshot.py,126,13,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
8ffe4e162891a48d,.claude/worktrees/festive-sanderson-e4af16/features/inference_snapshot.py,130,21,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
a1e2bb050f588ac8,.claude/worktrees/festive-sanderson-e4af16/features/signal_layer_v1.py,57,8,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,bar,,UNREVIEWED,,,
6ee5ebe6f27757a1,.claude/worktrees/festive-sanderson-e4af16/features/signal_layer_v1.py,58,9,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,bar,,UNREVIEWED,,,
01aea19f493f3096,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,448,19,DICT_GET_MARKET_DEFAULT,".get('high', <default>) on market-like key",get high,pricehistory.candles.*.high;streaming.content.*.HIGH_PRICE;streaming.content.*.HIGH_PRICE_52_WEEK,UNREVIEWED,,,
b6010b8dc9975c1f,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,448,37,DICT_GET_MARKET_DEFAULT,".get('low', <default>) on market-like key",get low,pricehistory.candles.*.low;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,UNREVIEWED,,,
45094fc4b6d7ff76,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,448,54,DICT_GET_MARKET_DEFAULT,".get('close', <default>) on market-like key",close get,chains.underlying.close;pricehistory.candles.*.close;streaming.content.*.CLOSE_PRICE,UNREVIEWED,,,
cfdd32b239b0bc03,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,732,80,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,vwap,,UNREVIEWED,,,
ac620c6b07cea789,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,765,80,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,vwap,,UNREVIEWED,,,
b2658a5544d9c1c0,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,880,80,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,vwap,,UNREVIEWED,,,
26cf9e4d91f0fb81,.claude/worktrees/festive-sanderson-e4af16/liquidity_value_engine.py,1065,85,DEFAULT_OR_ZERO_BOOL,`a or 0`-style default with market-like left operand,vwap,,UNREVIEWED,,,
2f1d38f3353f3cc2,.claude/worktrees/festive-sanderson-e4af16/live_market_plane.py,91,21,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),ask bid,chains.callExpDateMap.*.ask;chains.putExpDateMap.*.ask;chains.underlying.ask;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.ASK_PRICE;streaming.content.*.ASK_ID;streaming.content.*.ASK_MIC_ID;streaming.content.*.ASK_PRICE;streaming.content.*.ASK_SIZE;streaming.content.*.ASK_TIME_MILLIS;chains.callExpDateMap.*.bid;chains.putExpDateMap.*.bid;chains.underlying.bid;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.BID_PRICE;streaming.content.*.BID_ID;streaming.content.*.BID_MIC_ID;streaming.content.*.BID_PRICE;streaming.content.*.BID_SIZE;streaming.content.*.BID_TIME_MILLIS,UNREVIEWED,,,
b1e42a164d87e42f,.claude/worktrees/festive-sanderson-e4af16/live_market_plane.py,112,30,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),af bf mid,,UNREVIEWED,,,
3e7ba2aec40b9a9d,.claude/worktrees/festive-sanderson-e4af16/live_market_plane.py,116,9,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
3a573ab64f3583f9,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,175,13,DEFAULT_ZERO_IFEXP,Conditional expression with zeroish fallback; check for market defaulting,spot,,UNREVIEWED,,,
b4d2863687bb38a4,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,175,13,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),spot spot_start,,UNREVIEWED,,,
aaa2a60b92a6f8d7,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,199,20,DEFAULT_ZERO_IFEXP,Conditional expression with zeroish fallback; check for market defaulting,spot,,UNREVIEWED,,,
4daea679da1d856c,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,199,20,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),spot trend_start,,UNREVIEWED,,,
8e92d0518d1f73e8,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,205,24,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),spot vwap,,UNREVIEWED,,,
16913236b931d66f,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,461,32,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),ref_spot spot,,UNREVIEWED,,,
f8f85a5f8fdbf0fa,.claude/worktrees/festive-sanderson-e4af16/lstm_data.py,502,32,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),ref_spot spot,,UNREVIEWED,,,
e51cac34fdf6b07a,.claude/worktrees/festive-sanderson-e4af16/lstm_model.py,336,17,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
66d16d055b87a4da,.claude/worktrees/festive-sanderson-e4af16/lstm_model.py,516,31,TIME_NOW_FALLBACK,time.time() call — review vs Schwab quote/trade timestamps,time time.time,streaming.content.*.ASK_TIME_MILLIS;streaming.content.*.BID_TIME_MILLIS;streaming.content.*.BOOK_TIME;streaming.content.*.CHART_TIME_MILLIS;streaming.content.*.QUOTE_TIME_MILLIS;streaming.content.*.TRADE_TIME_MILLIS,UNREVIEWED,,,
8c259b739292c2c3,.claude/worktrees/festive-sanderson-e4af16/market_context.py,232,22,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),float last net_chg,chains.callExpDateMap.*.last;chains.putExpDateMap.*.last;chains.underlying.last;streaming.content.*.LAST_ID;streaming.content.*.LAST_MIC_ID;streaming.content.*.LAST_PRICE;streaming.content.*.LAST_SIZE;streaming.content.*.REGULAR_MARKET_LAST_PRICE;streaming.content.*.REGULAR_MARKET_LAST_SIZE,UNREVIEWED,,,
c2ab98a732ddcecf,.claude/worktrees/festive-sanderson-e4af16/market_context.py,602,18,DICT_GET_MARKET_DEFAULT,".get('open', <default>) on market-like key",get open,pricehistory.candles.*.open;streaming.content.*.OPEN_PRICE,UNREVIEWED,,,
3668034f248d3746,.claude/worktrees/festive-sanderson-e4af16/market_context.py,603,18,DICT_GET_MARKET_DEFAULT,".get('high', <default>) on market-like key",get high,pricehistory.candles.*.high;streaming.content.*.HIGH_PRICE;streaming.content.*.HIGH_PRICE_52_WEEK,UNREVIEWED,,,
1c40a75580f096e9,.claude/worktrees/festive-sanderson-e4af16/market_context.py,604,18,DICT_GET_MARKET_DEFAULT,".get('low', <default>) on market-like key",get low,pricehistory.candles.*.low;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,UNREVIEWED,,,
8961f7a3ae344fbf,.claude/worktrees/festive-sanderson-e4af16/market_context.py,605,19,DICT_GET_MARKET_DEFAULT,".get('close', <default>) on market-like key",close get,chains.underlying.close;pricehistory.candles.*.close;streaming.content.*.CLOSE_PRICE,UNREVIEWED,,,
13029d453b10d2bb,.claude/worktrees/festive-sanderson-e4af16/market_context.py,606,20,DICT_GET_MARKET_DEFAULT,".get('volume', <default>) on market-like key",get volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
662ce8e65886cd41,.claude/worktrees/festive-sanderson-e4af16/market_context.py,647,18,DICT_GET_MARKET_DEFAULT,".get('high', <default>) on market-like key",get high,pricehistory.candles.*.high;streaming.content.*.HIGH_PRICE;streaming.content.*.HIGH_PRICE_52_WEEK,UNREVIEWED,,,
2936d00915ddb7e1,.claude/worktrees/festive-sanderson-e4af16/market_context.py,648,18,DICT_GET_MARKET_DEFAULT,".get('low', <default>) on market-like key",get low,pricehistory.candles.*.low;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,UNREVIEWED,,,
185d8cca60d59371,.claude/worktrees/festive-sanderson-e4af16/market_context.py,649,19,DICT_GET_MARKET_DEFAULT,".get('close', <default>) on market-like key",close get,chains.underlying.close;pricehistory.candles.*.close;streaming.content.*.CLOSE_PRICE,UNREVIEWED,,,
efba167363401f48,.claude/worktrees/festive-sanderson-e4af16/market_context.py,650,20,DICT_GET_MARKET_DEFAULT,".get('volume', <default>) on market-like key",get volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
82e3bdc3785f683d,.claude/worktrees/festive-sanderson-e4af16/market_context.py,851,26,DICT_GET_MARKET_DEFAULT,".get('open', <default>) on market-like key",get open,pricehistory.candles.*.open;streaming.content.*.OPEN_PRICE,UNREVIEWED,,,
cbd3d3f8a3733767,.claude/worktrees/festive-sanderson-e4af16/market_context.py,852,26,DICT_GET_MARKET_DEFAULT,".get('high', <default>) on market-like key",get high,pricehistory.candles.*.high;streaming.content.*.HIGH_PRICE;streaming.content.*.HIGH_PRICE_52_WEEK,UNREVIEWED,,,
8ca65ee0cb3bfdb5,.claude/worktrees/festive-sanderson-e4af16/market_context.py,853,26,DICT_GET_MARKET_DEFAULT,".get('low', <default>) on market-like key",get low,pricehistory.candles.*.low;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,UNREVIEWED,,,
a3c442f404575a2b,.claude/worktrees/festive-sanderson-e4af16/market_context.py,854,26,DICT_GET_MARKET_DEFAULT,".get('close', <default>) on market-like key",close get,chains.underlying.close;pricehistory.candles.*.close;streaming.content.*.CLOSE_PRICE,UNREVIEWED,,,
0b14c8e2bd0d1d76,.claude/worktrees/festive-sanderson-e4af16/market_context.py,855,26,DICT_GET_MARKET_DEFAULT,".get('volume', <default>) on market-like key",get volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
17add7077d6c42ca,.claude/worktrees/festive-sanderson-e4af16/market_data_adapter.py,105,26,DICT_GET_MARKET_DEFAULT,".get('open', <default>) on market-like key",get open,pricehistory.candles.*.open;streaming.content.*.OPEN_PRICE,UNREVIEWED,,,
2423c4a4451367d6,.claude/worktrees/festive-sanderson-e4af16/market_data_adapter.py,106,26,DICT_GET_MARKET_DEFAULT,".get('high', <default>) on market-like key",get high,pricehistory.candles.*.high;streaming.content.*.HIGH_PRICE;streaming.content.*.HIGH_PRICE_52_WEEK,UNREVIEWED,,,
710d5638966d06f4,.claude/worktrees/festive-sanderson-e4af16/market_data_adapter.py,107,25,DICT_GET_MARKET_DEFAULT,".get('low', <default>) on market-like key",get low,pricehistory.candles.*.low;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,UNREVIEWED,,,
ac013d4bd2893adc,.claude/worktrees/festive-sanderson-e4af16/market_data_adapter.py,108,27,DICT_GET_MARKET_DEFAULT,".get('close', <default>) on market-like key",close get,chains.underlying.close;pricehistory.candles.*.close;streaming.content.*.CLOSE_PRICE,UNREVIEWED,,,
5223b2ade072aa43,.claude/worktrees/festive-sanderson-e4af16/market_data_adapter.py,109,28,DICT_GET_MARKET_DEFAULT,".get('volume', <default>) on market-like key",get volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
224b3683f86d985d,.claude/worktrees/festive-sanderson-e4af16/market_state.py,917,22,DEFAULT_ZERO_IFEXP,Conditional expression with zeroish fallback; check for market defaulting,spot,,UNREVIEWED,,,
2ba9eea6169a24d8,.claude/worktrees/festive-sanderson-e4af16/math_exposure_core.py,390,17,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),iv,,UNREVIEWED,,,
386b3379ce7f9fd6,.claude/worktrees/festive-sanderson-e4af16/math_probabilities.py,202,16,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),abs delta gamma,chains.callExpDateMap.*.delta;chains.putExpDateMap.*.delta;chains.callExpDateMap.*.gamma;chains.putExpDateMap.*.gamma,UNREVIEWED,,,
4f6cf1e0e3eabaca,.claude/worktrees/festive-sanderson-e4af16/math_probabilities.py,203,16,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),oi volume,movers.screeners.*.volume;pricehistory.candles.*.volume;streaming.content.*.ASKS.*.ASKS.*.ASK_VOLUME;streaming.content.*.ASKS.*.TOTAL_VOLUME;streaming.content.*.BIDS.*.BIDS.*.BID_VOLUME;streaming.content.*.BIDS.*.TOTAL_VOLUME;streaming.content.*.TOTAL_VOLUME;streaming.content.*.VOLUME,UNREVIEWED,,,
b859b1412889db6c,.claude/worktrees/festive-sanderson-e4af16/math_probabilities.py,266,16,BINOP_DIV_MARKET_IDENT,Division involving market-like identifiers (e.g. mid/spread math),spot threshold_pct,,UNREVIEWED,,,
