register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
95b9cf799f5facd1ce6a,python,market_context.py,1,400,FORMAL_NMD,L1,L1,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
46c067b56ff92ac584cc,python,market_context.py,12,411,FORMAL_NMD,L12,L12,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ebd1caae0bfe4db787d9,python,market_context.py,13,412,FORMAL_NMD,L13,L13,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
0e6ed41a8041f65e1c72,python,market_context.py,14,413,FORMAL_NMD,L14,L14,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
9d65205cc3a4e45eca18,python,market_context.py,15,414,FORMAL_NMD,L15,L15,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
f6d14d027dfb0864524e,python,market_context.py,16,415,FORMAL_NMD,L16,L16,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
59bcdad15f2a64750995,python,market_context.py,17,416,FORMAL_NMD,L17,L17,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1eed7d523e1a2c98cc42,python,market_context.py,18,417,FORMAL_NMD,L18,L18,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1faeca72de99e0e931fb,python,market_context.py,19,418,FORMAL_NMD,L19,L19,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
35f410ac8e0607f355ce,python,market_context.py,20,419,FORMAL_NMD,L20,L20,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
61e9f70386362418539f,python,market_context.py,21,420,FORMAL_NMD,L21,L21,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
f2538c7b2d0064efcc4f,python,market_context.py,22,421,FORMAL_NMD,L22,L22,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
338ddd968c19fbb3ee3c,python,market_context.py,23,422,FORMAL_NMD,L23,L23,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
8c7d7451ec55bfa6f25b,python,market_context.py,24,423,FORMAL_NMD,L24,L24,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ab1c2413074a449d4c40,python,market_context.py,25,424,FORMAL_NMD,L25,L25,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
38c6b57156cdef909819,python,market_context.py,26,425,FORMAL_NMD,L26,L26,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
7a857193b3bc28259c66,python,market_context.py,27,426,FORMAL_NMD,L27,L27,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
b9574e4b6898f1e9f70c,python,market_context.py,28,427,FORMAL_NMD,L28,L28,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
139530eed70e4d99cfeb,python,market_context.py,29,428,FORMAL_NMD,L29,L29,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
e2dfa1d35a98868d2d7b,python,market_context.py,30,429,FORMAL_NMD,L30,L30,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
13407e9422de3c717069,python,market_context.py,31,430,FORMAL_NMD,L31,L31,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
b3c65ce06417e3247cdf,python,market_context.py,32,431,FORMAL_NMD,L32,L32,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
69896e192fd7e50d5c7e,python,market_context.py,33,432,FORMAL_NMD,L33,L33,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d397c7c38fcf68dfd591,python,market_context.py,34,433,FORMAL_NMD,L34,L34,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
76032b0498de08ff3c4f,python,market_context.py,35,434,FORMAL_NMD,L35,L35,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
cda9647b9a94e757df1b,python,market_context.py,36,435,FORMAL_NMD,L36,L36,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
342d5647bca596262fb0,python,market_context.py,37,436,FORMAL_NMD,L37,L37,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
91c8280db4e49fa1c11d,python,market_context.py,38,437,FORMAL_NMD,L38,L38,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
2bb95f1ed7ce78774f4a,python,market_context.py,39,438,FORMAL_NMD,L39,L39,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
2f91fe6bbbd69b1ba229,python,market_context.py,40,439,FORMAL_NMD,L40,L40,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
b29126bca10fb5552184,python,market_context.py,41,440,FORMAL_NMD,L41,L41,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
b5a2a4eb9f4d535e4765,python,market_context.py,42,441,FORMAL_NMD,L42,L42,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
7f7dbb42f2a9b9b96d75,python,market_context.py,43,442,FORMAL_NMD,L43,L43,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ad9a1d75424993f1e9b9,python,market_context.py,44,443,FORMAL_NMD,L44,L44,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
410fc7d301bcb8af84c7,python,market_context.py,45,444,FORMAL_NMD,L45,L45,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
746c3bcba0c603f2f370,python,market_context.py,46,445,FORMAL_NMD,L46,L46,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c8728ad53ba1bc4704e8,python,market_context.py,47,446,FORMAL_NMD,L47,L47,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
28f408980831eff5352b,python,market_context.py,48,447,FORMAL_NMD,L48,L48,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c7bd6fa5efdaab5a0c19,python,market_context.py,49,448,FORMAL_NMD,L49,L49,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d612b569bb05646fa282,python,market_context.py,50,449,FORMAL_NMD,L50,L50,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
088170b3fb898f7d7395,python,market_context.py,51,450,FORMAL_NMD,L51,L51,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
23ee41d4f880667325b8,python,market_context.py,52,451,FORMAL_NMD,L52,L52,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c32702b41a30d43861af,python,market_context.py,53,452,FORMAL_NMD,L53,L53,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c85742079aaf12cd09f6,python,market_context.py,54,453,FORMAL_NMD,L54,L54,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
132a00368e31384fe5d1,python,market_context.py,55,454,FORMAL_NMD,L55,L55,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
293c031801371e403459,python,market_context.py,56,455,FORMAL_NMD,L56,L56,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
3ce7ea1da3adb146b426,python,market_context.py,57,456,FORMAL_NMD,L57,L57,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d887e8345dfdf9fb99a2,python,market_context.py,58,457,FORMAL_NMD,L58,L58,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1c45b480bd13c449efd3,python,market_context.py,59,458,FORMAL_NMD,L59,L59,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
95723d2a3be4a70af6c1,python,market_context.py,60,459,FORMAL_NMD,L60,L60,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
704688ed0d01e3a0d77b,python,market_context.py,61,460,FORMAL_NMD,L61,L61,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
2dbba797e5ddb9071524,python,market_context.py,62,461,FORMAL_NMD,L62,L62,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
efbd04463aa1658c8f09,python,market_context.py,63,462,FORMAL_NMD,L63,L63,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c03631fc79eafd57f840,python,market_context.py,64,463,FORMAL_NMD,L64,L64,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
a210d16b9f57f3d1e324,python,market_context.py,65,464,FORMAL_NMD,L65,L65,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
f3fbc06b219f2759a2cf,python,market_context.py,66,465,FORMAL_NMD,L66,L66,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
411f75b5a41c70dc9c84,python,market_context.py,67,466,FORMAL_NMD,L67,L67,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d8b282ed3c97eb972b86,python,market_context.py,68,467,FORMAL_NMD,L68,L68,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
f19d5ef1f5dc958ee54e,python,market_context.py,69,468,FORMAL_NMD,L69,L69,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
42c10217524f2eadfb3d,python,market_context.py,70,469,FORMAL_NMD,L70,L70,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
3a1f9fbcbbaccb14ce35,python,market_context.py,71,470,FORMAL_NMD,L71,L71,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
9274fb9486f8925a9e2d,python,market_context.py,72,471,FORMAL_NMD,L72,L72,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
bb6da366f10e9e4ea558,python,market_context.py,73,472,FORMAL_NMD,L73,L73,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
8cfc73251c80bd5613ca,python,market_context.py,74,473,FORMAL_NMD,L74,L74,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
e6f8ddc2f2b6a1ee79f3,python,market_context.py,75,474,FORMAL_NMD,L75,L75,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ce8def188ca835897f56,python,market_context.py,76,475,FORMAL_NMD,L76,L76,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1db6ecb91029331f9209,python,market_context.py,77,476,FORMAL_NMD,L77,L77,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1a78aebd6edd903c5bfe,python,market_context.py,78,477,FORMAL_NMD,L78,L78,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ef7dba0594a342c8b351,python,market_context.py,79,478,FORMAL_NMD,L79,L79,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
09915c88ac255165d1b7,python,market_context.py,80,479,FORMAL_NMD,L80,L80,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
764380789fe8e6bec867,python,market_context.py,81,480,FORMAL_NMD,L81,L81,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
6f3944b73fdc683e3954,python,market_context.py,82,481,FORMAL_NMD,L82,L82,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
37d0a565b9d38e773b15,python,market_context.py,83,482,FORMAL_NMD,L83,L83,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
35c744eb185fb1ff3c18,python,market_context.py,84,483,FORMAL_NMD,L84,L84,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
31ec5e2d95efa3bd9930,python,market_context.py,85,484,FORMAL_NMD,L85,L85,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
8532c54e7a1902fda353,python,market_context.py,86,485,FORMAL_NMD,L86,L86,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
6cc9afb574a242fee144,python,market_context.py,87,486,FORMAL_NMD,L87,L87,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c6e537f786f1e1de6bce,python,market_context.py,88,487,FORMAL_NMD,L88,L88,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
e72973fcc20cc198385b,python,market_context.py,89,488,FORMAL_NMD,L89,L89,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
1dd74a1206637c0db968,python,market_context.py,90,489,FORMAL_NMD,L90,L90,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
de70d3a86a4887667d18,python,market_context.py,91,490,FORMAL_NMD,L91,L91,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d681dd78c94ff95fe7d5,python,market_context.py,92,491,FORMAL_NMD,L92,L92,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d175d8c843b23f1b6319,python,market_context.py,93,492,FORMAL_NMD,L93,L93,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
e05b1be480ed21dc5264,python,market_context.py,94,493,FORMAL_NMD,L94,L94,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
5f8e0c8713a659693761,python,market_context.py,95,494,FORMAL_NMD,L95,L95,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
8b63b7d38273cfe14810,python,market_context.py,96,495,FORMAL_NMD,L96,L96,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
2b10c3750771316400b3,python,market_context.py,97,496,FORMAL_NMD,L97,L97,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
d691fbe1aba05f015c5f,python,market_context.py,98,497,FORMAL_NMD,L98,L98,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
5fda3e9555def3ac1275,python,market_context.py,99,498,FORMAL_NMD,L99,L99,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
40fad55eaa7e68d65d7f,python,market_context.py,100,499,FORMAL_NMD,L100,L100,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
12921046e547b5849f78,python,market_context.py,101,500,FORMAL_NMD,L101,L101,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
a5039fcf0746754c4fac,python,market_context.py,102,501,FORMAL_NMD,L102,L102,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
16be12ec533aa080d30f,python,market_context.py,103,502,FORMAL_NMD,L103,L103,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
4f89bc8f83f94fa4ef7f,python,market_context.py,104,503,FORMAL_NMD,L104,L104,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
c8d070d699a41a6358aa,python,market_context.py,105,504,FORMAL_NMD,L105,L105,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
6ab2ab7da13b1f1eabe2,python,market_context.py,106,505,FORMAL_NMD,L106,L106,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
064b68089b012fdf460f,python,market_context.py,107,506,FORMAL_NMD,L107,L107,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
88e81a79b2954cc75f8d,python,market_context.py,108,507,FORMAL_NMD,L108,L108,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
ab1a2064a7a83a12cdc7,python,market_context.py,109,508,FORMAL_NMD,L109,L109,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
96cc31dba69eec3dde75,python,market_context.py,110,509,FORMAL_NMD,L110,L110,,,CLAUDE chunk-1 disposition market_context.py 1-961,NOT_MARKET_DATA,,,orchestration/tables | line anchored HEAD a4d46c2 market_context.py; quote+pricehistory producer
