register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
6718e5840cc49431bba6,python,features/stack_integrity_v1.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
59b937fb97b3b74a9fab,python,features/stack_integrity_v1.py,74,470,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
d37670edce6cbafbede7,python,features/stack_integrity_v1.py,75,471,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
30fe5e2bb10f7b2525ee,python,features/stack_integrity_v1.py,76,472,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
63498a573b6097bd937c,python,features/stack_integrity_v1.py,77,473,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
d0328bfdb88b91b60c62,python,features/stack_integrity_v1.py,78,474,FORMAL_NMD,L78 orchestration,L78_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
05bf583a2e3dd05eb870,python,features/stack_integrity_v1.py,79,475,FORMAL_NMD,L79 orchestration,L79_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
e43003cdd349e3f49d95,python,features/stack_integrity_v1.py,80,476,FORMAL_NMD,L80 orchestration,L80_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
e854948a9181f736cb2c,python,features/stack_integrity_v1.py,81,477,FORMAL_NMD,L81 orchestration,L81_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
51afe551fa53c1ef8491,python,features/stack_integrity_v1.py,82,478,FORMAL_NMD,L82 orchestration,L82_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
b162b44791f612444910,python,features/stack_integrity_v1.py,83,479,FORMAL_NMD,L83 orchestration,L83_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/stack_integrity_v1.py,NOT_MARKET_DATA,,,Stack degradation / integrity audit trail (no Schwab leaves) | line anchored HEAD d61e8e2; parallel-runtime degradation audit; pairs parallel_stack_schema
