register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
fbe376d3fdd93affed13,python,features/parallel_stack_schema.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
cc3f8b124dd5b3338968,python,features/parallel_stack_schema.py,12,411,FORMAL_NMD,L12 orchestration,L12_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
33be8abe3cb45db45d3f,python,features/parallel_stack_schema.py,13,412,FORMAL_NMD,L13 orchestration,L13_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
b97fdae85d12a281ea0d,python,features/parallel_stack_schema.py,14,413,FORMAL_NMD,L14 orchestration,L14_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
7c04ae44293dda39532f,python,features/parallel_stack_schema.py,15,100,FORMAL_KEEP_DERIVED,ParallelBaseModelOutput TypedDict schema,ParallelBaseModelOutput_TypedDict_schema,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,KEEP_DERIVED,,,CSV grep zero hits for ParallelBaseModelOutput | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
f9d65808bedfb46d034c,python,features/parallel_stack_schema.py,16,414,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
497097cbd00be4fa01bf,python,features/parallel_stack_schema.py,17,415,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
d33a376db7937b32d942,python,features/parallel_stack_schema.py,18,416,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
1c0ebfb3a15b7fe8a677,python,features/parallel_stack_schema.py,19,417,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
a52904bb25469e573bc5,python,features/parallel_stack_schema.py,20,418,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2cd43dfaa68a1fceb4a9,python,features/parallel_stack_schema.py,21,419,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
f9684c5d4c68f02ca882,python,features/parallel_stack_schema.py,22,420,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2f813bc4951a924359e9,python,features/parallel_stack_schema.py,23,421,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
9b0e18904e3b7e5038cc,python,features/parallel_stack_schema.py,24,422,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
b95b8250a86e8552fbb0,python,features/parallel_stack_schema.py,25,423,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
5eea59ba335af96a7491,python,features/parallel_stack_schema.py,26,424,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2085bd5fa35682c8eecd,python,features/parallel_stack_schema.py,27,425,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
8bacef760de2c34f717c,python,features/parallel_stack_schema.py,28,426,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2c24d1bb0027e808b6b2,python,features/parallel_stack_schema.py,29,427,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
6e8fc3b3ca6cd53ce533,python,features/parallel_stack_schema.py,30,428,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
37345101388b937c9ade,python,features/parallel_stack_schema.py,31,101,FORMAL_KEEP_DERIVED,_normalize_triplet (fail-closed incomplete/non-numeric/sum<=0),_normalize_triplet_(fail-closed_incomplete/non-numeric/sum<=0),,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,KEEP_DERIVED,,,CSV grep zero hits for _normalize_triplet | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
0ebbbac3cb10b0cedc09,python,features/parallel_stack_schema.py,32,429,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c87a5869f3a84cdd1151,python,features/parallel_stack_schema.py,33,430,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
e5eed21ffe0751a523e6,python,features/parallel_stack_schema.py,34,431,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
4b0236c592ea130c76b4,python,features/parallel_stack_schema.py,35,432,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
8ffa0cb8ad2317e04427,python,features/parallel_stack_schema.py,36,433,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
205940b45a853c005803,python,features/parallel_stack_schema.py,37,434,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
40a08101ff0aa8bcc4bd,python,features/parallel_stack_schema.py,38,435,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
5acece0080a41056b62e,python,features/parallel_stack_schema.py,39,436,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
96181b6878cefe38de19,python,features/parallel_stack_schema.py,40,437,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
0fd9bfe311f5e92aac49,python,features/parallel_stack_schema.py,41,438,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
39b04cf399e8a51ef6f9,python,features/parallel_stack_schema.py,42,439,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
0ebf0081297b5afd92de,python,features/parallel_stack_schema.py,43,440,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
332af27062cb4af37078,python,features/parallel_stack_schema.py,44,441,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
01527608847043c75b3e,python,features/parallel_stack_schema.py,45,102,FORMAL_KEEP_DERIVED,empty_parallel_output labeled-unavailable factory,empty_parallel_output_labeled-unavailable_factory,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,KEEP_DERIVED,,,CSV grep zero hits for empty_parallel_output | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
500a0523c49adfd8e7ac,python,features/parallel_stack_schema.py,46,442,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
62b0d3a64321d7367559,python,features/parallel_stack_schema.py,47,443,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
a42593ff5876f0a95788,python,features/parallel_stack_schema.py,48,444,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
b5be85d916669965c188,python,features/parallel_stack_schema.py,49,445,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
505dd7f1f8cb1d8ef33b,python,features/parallel_stack_schema.py,50,446,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
337c1c30285b1f8d9392,python,features/parallel_stack_schema.py,51,447,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
1f38f356726fce77144a,python,features/parallel_stack_schema.py,52,448,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
a5004f3c5c5b6e1024aa,python,features/parallel_stack_schema.py,53,449,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
7bce6d62952d9158bf1f,python,features/parallel_stack_schema.py,54,450,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
907fced96d2446db71fb,python,features/parallel_stack_schema.py,55,451,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
dac5069eb8a9207dbdb3,python,features/parallel_stack_schema.py,56,452,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
0232dfb2cc22b772ef10,python,features/parallel_stack_schema.py,57,453,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
e4cfed829f742d095f59,python,features/parallel_stack_schema.py,58,454,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2b539b7fad2700b60739,python,features/parallel_stack_schema.py,59,455,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2f578432965c15c0e701,python,features/parallel_stack_schema.py,60,456,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c90b9bfc8376195870a3,python,features/parallel_stack_schema.py,61,103,FORMAL_KEEP_DERIVED,build_parallel_base_output (FIND-PSS1 conf==0 dominant None),build_parallel_base_output_(FIND-PSS1_conf==0_dominant_None),,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,KEEP_DERIVED,,,CSV grep zero hits for build_parallel_base_output | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
a0c3b7f8528001f18394,python,features/parallel_stack_schema.py,62,457,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
6e506c04feff8b72e07b,python,features/parallel_stack_schema.py,63,458,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
94f5aceef0e22aaa4094,python,features/parallel_stack_schema.py,64,459,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
6d95f8c7c44b97bbb8fd,python,features/parallel_stack_schema.py,65,460,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
504cd3649b8bfe04381c,python,features/parallel_stack_schema.py,66,461,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
06e3c6dc20f2c3682537,python,features/parallel_stack_schema.py,67,462,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
4f0dc4b5ffa484d20fc6,python,features/parallel_stack_schema.py,68,463,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
4b934e796f0e8a7edadc,python,features/parallel_stack_schema.py,69,464,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
1d31334d635e863c3f0e,python,features/parallel_stack_schema.py,70,465,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
