register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
fbe376d3fdd93affed13,python,features/parallel_stack_schema.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7c5cc1d216a8a98257c7,python,features/parallel_stack_schema.py,15,414,FORMAL_NMD,L15 orchestration,L15_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
2ca16aa34ef1bd2013e5,python,features/parallel_stack_schema.py,16,415,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
88bb78f42b69898972eb,python,features/parallel_stack_schema.py,17,416,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7f3006c17564d2b4be5e,python,features/parallel_stack_schema.py,18,417,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
a744973f1b8f2abd2c51,python,features/parallel_stack_schema.py,19,418,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
21d4bc4b26c5bba0959a,python,features/parallel_stack_schema.py,20,419,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
d9e4e9ac22acd627f65a,python,features/parallel_stack_schema.py,21,420,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
aad9893aebdc408ebf3d,python,features/parallel_stack_schema.py,22,421,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
aea656f73f3ea7a34611,python,features/parallel_stack_schema.py,23,422,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
9648c0361d52be4af9ed,python,features/parallel_stack_schema.py,24,423,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
8892fa47b8b3a09c07d2,python,features/parallel_stack_schema.py,25,424,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
3e1c813a82b43823bf58,python,features/parallel_stack_schema.py,26,425,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
d498b9289c2bc9e59b21,python,features/parallel_stack_schema.py,27,426,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
1b4282664ee58b0939f8,python,features/parallel_stack_schema.py,28,427,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
a1442c570a353ee6adbe,python,features/parallel_stack_schema.py,29,428,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
42706af2037718de6e95,python,features/parallel_stack_schema.py,30,429,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
5bb0124e64c5b74e4044,python,features/parallel_stack_schema.py,31,100,FORMAL_KEEP_DERIVED,_normalize_triplet (fail-closed incomplete/non-numeric/sum<=0),_normalize_triplet_(fail-closed_incomplete/non-numeric/sum<=0),,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,KEEP_DERIVED,,,CSV grep zero hits for _normalize_triplet | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
ba6c4dd32edde6a64b62,python,features/parallel_stack_schema.py,32,430,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
32e38cdabb1f78aa376b,python,features/parallel_stack_schema.py,33,431,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7a7a79462bea46558d72,python,features/parallel_stack_schema.py,34,432,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e66f63ce61cee11c889b,python,features/parallel_stack_schema.py,35,433,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
bc73e9b4b7329e29e6b3,python,features/parallel_stack_schema.py,36,434,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
c825e50cb44cebf7f6ee,python,features/parallel_stack_schema.py,37,435,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
d8ccb471a75ddec139eb,python,features/parallel_stack_schema.py,38,436,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
a5ade9b5921fd071f052,python,features/parallel_stack_schema.py,39,437,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7ebb9c0c8f2544d1419e,python,features/parallel_stack_schema.py,40,438,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
fde4ffcc7ae0a64e92e2,python,features/parallel_stack_schema.py,41,439,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
8da5949246e92b5c630a,python,features/parallel_stack_schema.py,42,440,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
c0328aaa4430e949e5c0,python,features/parallel_stack_schema.py,43,441,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
0255b3fe16b47ea1fd47,python,features/parallel_stack_schema.py,44,442,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7d549f664d34bf50f71e,python,features/parallel_stack_schema.py,45,101,FORMAL_KEEP_DERIVED,empty_parallel_output labeled-unavailable factory,empty_parallel_output_labeled-unavailable_factory,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,KEEP_DERIVED,,,CSV grep zero hits for empty_parallel_output | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
5450829b29ecdad846bf,python,features/parallel_stack_schema.py,46,443,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
2bf1f07e5ec220930e7e,python,features/parallel_stack_schema.py,47,444,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
9fbe822d4b7ca86a5c5b,python,features/parallel_stack_schema.py,48,445,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
1dfc6c823b47b911e841,python,features/parallel_stack_schema.py,49,446,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7cadef5a24f152ed4613,python,features/parallel_stack_schema.py,50,447,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
6f1d85bb6dfde66b3469,python,features/parallel_stack_schema.py,51,448,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
3928b602a0e6b4941bf0,python,features/parallel_stack_schema.py,52,449,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e76ef116b8c9bc93b387,python,features/parallel_stack_schema.py,53,450,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
86894a15c731f507bf6f,python,features/parallel_stack_schema.py,54,451,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e3a15a3ee1cd8a4194c0,python,features/parallel_stack_schema.py,55,452,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e898cd1f2a5ce3c89168,python,features/parallel_stack_schema.py,56,453,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7e4d8db75b9723b0d2cf,python,features/parallel_stack_schema.py,57,454,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
f3046266407e64018f7b,python,features/parallel_stack_schema.py,58,455,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
2c9df93d504be146a8f1,python,features/parallel_stack_schema.py,59,456,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
6e4d63d9021d88dea4d1,python,features/parallel_stack_schema.py,60,457,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
2a5b60f416d4e002786a,python,features/parallel_stack_schema.py,61,102,FORMAL_KEEP_DERIVED,build_parallel_base_output main builder,build_parallel_base_output_main_builder,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,KEEP_DERIVED,,,CSV grep zero hits for build_parallel_base_output | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
da837a6ee26bd4ebf2be,python,features/parallel_stack_schema.py,62,458,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
462fc3133bf17cde169c,python,features/parallel_stack_schema.py,63,459,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e18ea86a806b111c1254,python,features/parallel_stack_schema.py,64,460,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
e4e74b9aa78e14dd0f1c,python,features/parallel_stack_schema.py,65,461,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
90d7680e283870c15799,python,features/parallel_stack_schema.py,66,462,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
37db6d3e161bfec6b0ef,python,features/parallel_stack_schema.py,67,463,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
4426227e616844126de8,python,features/parallel_stack_schema.py,68,464,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
