register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
749884ad98cfe2ed987a,python,features/shared_sequence_context.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
4a2a4b7cb262cbe079c9,python,features/shared_sequence_context.py,22,100,FORMAL_KEEP_DERIVED,_require_ticker,_require_ticker,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,KEEP_DERIVED,,,CSV grep zero hits for _require_ticker | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
fa2807f507c74d1c1368,python,features/shared_sequence_context.py,23,421,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
0f501aa995a379115f6c,python,features/shared_sequence_context.py,24,422,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
b9d9ce0a3c213aa8c7f9,python,features/shared_sequence_context.py,25,423,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
eba53402a112dcef84a7,python,features/shared_sequence_context.py,26,424,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
d34bfdecc52a385a71a8,python,features/shared_sequence_context.py,27,425,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
c2c764c2363996562e36,python,features/shared_sequence_context.py,28,426,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
b3192de6a7fc55db4ee1,python,features/shared_sequence_context.py,29,427,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
a5ed75f0a2094ac932f7,python,features/shared_sequence_context.py,30,428,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
e7559697312090e9103c,python,features/shared_sequence_context.py,31,429,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
348b90c0768137fccf37,python,features/shared_sequence_context.py,32,430,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
4c24158a8b4b0842e85f,python,features/shared_sequence_context.py,33,431,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
12423692721db1afb017,python,features/shared_sequence_context.py,34,432,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
948029cd6026fcb0b827,python,features/shared_sequence_context.py,35,433,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
17a0928ec82452879cb1,python,features/shared_sequence_context.py,36,434,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
c4feedb262205df01739,python,features/shared_sequence_context.py,37,435,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
87605cfb2c36b5420500,python,features/shared_sequence_context.py,38,436,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5b92f14764859e00c3cb,python,features/shared_sequence_context.py,39,437,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
9169a499cc53f3508840,python,features/shared_sequence_context.py,40,438,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
6534e52b43f9f7f64393,python,features/shared_sequence_context.py,41,101,FORMAL_KEEP_DERIVED,_max_transformer_seq_len_for_ticker,_max_transformer_seq_len_for_ticker,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,KEEP_DERIVED,,,CSV grep zero hits for _max_transformer_seq_len_for_ticker | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
83c3fafa340361d3c832,python,features/shared_sequence_context.py,42,439,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
1817a40d3f16b2d61037,python,features/shared_sequence_context.py,43,440,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
f5f2ab6be8b9822d4e21,python,features/shared_sequence_context.py,44,441,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
46a9bb661dd7c5c41759,python,features/shared_sequence_context.py,45,442,FORMAL_NMD,L45 orchestration,L45_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
9e90b125b2963cc69507,python,features/shared_sequence_context.py,46,443,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
ac77eb4be25a83829af1,python,features/shared_sequence_context.py,47,444,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5af8d83390b6280df8f9,python,features/shared_sequence_context.py,48,445,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
e5fcd475c964f0bd1416,python,features/shared_sequence_context.py,49,446,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
e37d5f816267c6e20c40,python,features/shared_sequence_context.py,50,447,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
87fa00270d258b17359f,python,features/shared_sequence_context.py,51,448,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
9114b19ef2db84296f96,python,features/shared_sequence_context.py,52,449,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
aae6fac5c5ee58d17ef6,python,features/shared_sequence_context.py,53,450,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
c22b8854db7eef4ffa37,python,features/shared_sequence_context.py,54,451,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5c99a3a2131d9f20e242,python,features/shared_sequence_context.py,55,452,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
9c2f221f91ea711649de,python,features/shared_sequence_context.py,56,453,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
30af548d860cff619bd4,python,features/shared_sequence_context.py,57,454,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
d9c450b711a756356a97,python,features/shared_sequence_context.py,58,455,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
27a27e4f31d928fb8296,python,features/shared_sequence_context.py,59,456,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
173025d84c2b00989e78,python,features/shared_sequence_context.py,60,457,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
706763e26e87f69568a9,python,features/shared_sequence_context.py,61,458,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
7554bafa841154065adc,python,features/shared_sequence_context.py,62,459,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5a884b10f3fff6a89eba,python,features/shared_sequence_context.py,63,460,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
41e04520de949677ae5f,python,features/shared_sequence_context.py,64,461,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5bca27dda20559f1d51b,python,features/shared_sequence_context.py,65,462,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
1100470c2625025a0c0d,python,features/shared_sequence_context.py,66,463,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
ae92a9845a08cf4a0930,python,features/shared_sequence_context.py,67,464,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
0479e832e88f36631a3c,python,features/shared_sequence_context.py,68,465,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
c02bdcac32d6166fe76b,python,features/shared_sequence_context.py,69,466,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
fca06a0f416ee516c07f,python,features/shared_sequence_context.py,70,467,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
30f09596dadcf3b199f4,python,features/shared_sequence_context.py,71,468,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
a868837f711f496765be,python,features/shared_sequence_context.py,72,469,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
b85fb44a804fad37bd42,python,features/shared_sequence_context.py,73,470,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
ccdeb5c5baa204573248,python,features/shared_sequence_context.py,74,471,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
ea95c7b7ea3cd242e4de,python,features/shared_sequence_context.py,75,472,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
c1132c7ff0de23488de6,python,features/shared_sequence_context.py,76,473,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
0b4dc76fb36f4439a277,python,features/shared_sequence_context.py,77,474,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
0c3617e28ee5f1778492,python,features/shared_sequence_context.py,78,475,FORMAL_NMD,L78 orchestration,L78_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
5e331b188a7dade0b295,python,features/shared_sequence_context.py,79,476,FORMAL_NMD,L79 orchestration,L79_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
11d9cfe7d4f95f8d8570,python,features/shared_sequence_context.py,80,477,FORMAL_NMD,L80 orchestration,L80_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
09f9ba391229f324e9b7,python,features/shared_sequence_context.py,81,478,FORMAL_NMD,L81 orchestration,L81_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/shared_sequence_context.py,NOT_MARKET_DATA,,,Shared LSTM/TR sequence prep (one DB fetch per tick) | line anchored HEAD c8703c0; 11/11 features sweep closure; slice-only
