register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
c7b40a6568185acc5df7,python,signals.py,1,400,FORMAL_NMD,L1,L1,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
c6ded3b3b035c18ddd97,python,signals.py,12,411,FORMAL_NMD,L12,L12,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
0db94d7e906220779feb,python,signals.py,13,412,FORMAL_NMD,L13,L13,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
aeefaf04da5692caa873,python,signals.py,14,413,FORMAL_NMD,L14,L14,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
cf69a5c84d297f37ab61,python,signals.py,15,414,FORMAL_NMD,L15,L15,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
c9ec08ff87b4555ae8f9,python,signals.py,16,415,FORMAL_NMD,L16,L16,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
c990bc2501fd99c6cd2b,python,signals.py,17,416,FORMAL_NMD,L17,L17,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
24799ae90c2a46334cff,python,signals.py,18,417,FORMAL_NMD,L18,L18,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
77a48a610a5ab8a95dc2,python,signals.py,19,418,FORMAL_NMD,L19,L19,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
8e93eadd1f78211d4c9f,python,signals.py,20,419,FORMAL_NMD,L20,L20,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
7c46a2b5890f9f3a05b1,python,signals.py,21,420,FORMAL_NMD,L21,L21,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
3a2331a02d9a36f7d463,python,signals.py,22,421,FORMAL_NMD,L22,L22,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ad690f8d6b95c8869cfd,python,signals.py,23,422,FORMAL_NMD,L23,L23,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
9a4115c769e8a6159e9e,python,signals.py,24,423,FORMAL_NMD,L24,L24,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
bb458829f4f2b6bf42a7,python,signals.py,25,424,FORMAL_NMD,L25,L25,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ab5753ecc85605406fac,python,signals.py,26,425,FORMAL_NMD,L26,L26,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
675a6f43f20b5818006b,python,signals.py,27,426,FORMAL_NMD,L27,L27,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
3b1672909f1b57a2cf63,python,signals.py,28,427,FORMAL_NMD,L28,L28,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
86b33f387878eca5445f,python,signals.py,29,428,FORMAL_NMD,L29,L29,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
112a1c9972521d6d0ff5,python,signals.py,30,429,FORMAL_NMD,L30,L30,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ffa1d409ba1cb7962625,python,signals.py,31,430,FORMAL_NMD,L31,L31,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
a709a5162ea63b732716,python,signals.py,32,431,FORMAL_NMD,L32,L32,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
153d66e3f075ae7f0bfb,python,signals.py,33,432,FORMAL_NMD,L33,L33,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
9c1dbf88fa0cd76f836c,python,signals.py,34,433,FORMAL_NMD,L34,L34,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ce141086da8577e8221c,python,signals.py,35,434,FORMAL_NMD,L35,L35,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
c59f0d50f5cc2f8218c2,python,signals.py,36,435,FORMAL_NMD,L36,L36,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
0a8440d355d77e62bb84,python,signals.py,37,436,FORMAL_NMD,L37,L37,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
377eafe77deffe6077af,python,signals.py,38,437,FORMAL_NMD,L38,L38,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
3a58ca37a4992c61b150,python,signals.py,39,438,FORMAL_NMD,L39,L39,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
0e83294ab42bd92cf6a6,python,signals.py,40,439,FORMAL_NMD,L40,L40,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
acf03fe125ca0df26a9c,python,signals.py,41,440,FORMAL_NMD,L41,L41,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
34fbd74ca6c846ad7184,python,signals.py,42,441,FORMAL_NMD,L42,L42,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
da49d36e6d1052508c1a,python,signals.py,43,442,FORMAL_NMD,L43,L43,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
03d667729d340ea64152,python,signals.py,44,443,FORMAL_NMD,L44,L44,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
6330fe98faf6f17387d2,python,signals.py,45,444,FORMAL_NMD,L45,L45,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
b94d8703731f05bb783c,python,signals.py,46,445,FORMAL_NMD,L46,L46,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
9f74263aba6cc2e628cb,python,signals.py,47,446,FORMAL_NMD,L47,L47,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
f8ca9deaebfd8c049726,python,signals.py,48,447,FORMAL_NMD,L48,L48,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
3340d6bdf1a811af6f3d,python,signals.py,49,448,FORMAL_NMD,L49,L49,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
041ad4d42e8794ece23e,python,signals.py,50,449,FORMAL_NMD,L50,L50,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
eb76e9a48e5c4055cf1d,python,signals.py,51,450,FORMAL_NMD,L51,L51,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
6dabf8b623fca3626155,python,signals.py,52,451,FORMAL_NMD,L52,L52,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
4b4e31ba9dbb9eb1f447,python,signals.py,53,452,FORMAL_NMD,L53,L53,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
b8ab7bbf9be677b3f01b,python,signals.py,54,453,FORMAL_NMD,L54,L54,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
eecd6cd94d582ba5a2c5,python,signals.py,55,454,FORMAL_NMD,L55,L55,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
50f3984e26bbaa197432,python,signals.py,56,455,FORMAL_NMD,L56,L56,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
b0297f72dfe812a57992,python,signals.py,57,456,FORMAL_NMD,L57,L57,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
877982a39b682f7cfc40,python,signals.py,58,457,FORMAL_NMD,L58,L58,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
f2a3c02223f721885ce9,python,signals.py,59,458,FORMAL_NMD,L59,L59,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ff096e74004fe4c69b17,python,signals.py,60,459,FORMAL_NMD,L60,L60,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
a71b4d363945d824b3ca,python,signals.py,61,460,FORMAL_NMD,L61,L61,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
8d5e37456bf1fba40442,python,signals.py,62,461,FORMAL_NMD,L62,L62,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ff502b5d6bc2f43921b0,python,signals.py,63,462,FORMAL_NMD,L63,L63,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
fe1f061ecc63ad3e27c8,python,signals.py,64,100,FORMAL_KEEP_DERIVED,_unavailable_model_namespace,_unavailable_model_namespace,,,CLAUDE chunk-1 disposition signals.py 1-1422,KEEP_DERIVED,,,CSV grep zero hits for _unavailable_model_namespace | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
68c80c0e47e94c08145a,python,signals.py,65,463,FORMAL_NMD,L65,L65,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
6f7d39133107f7a7fda7,python,signals.py,66,464,FORMAL_NMD,L66,L66,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
fd420d84b00e8677684b,python,signals.py,67,465,FORMAL_NMD,L67,L67,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
346bbd8382830fd75720,python,signals.py,68,466,FORMAL_NMD,L68,L68,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
4e488790435eef6cee4d,python,signals.py,69,467,FORMAL_NMD,L69,L69,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
adf275c1162210f04f83,python,signals.py,70,468,FORMAL_NMD,L70,L70,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
479beffe08c2c77e7adc,python,signals.py,71,469,FORMAL_NMD,L71,L71,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
e50c7447df3427c1cf70,python,signals.py,72,470,FORMAL_NMD,L72,L72,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
f565ed96878e9012587f,python,signals.py,73,471,FORMAL_NMD,L73,L73,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
f55b7319ea3bac7fa9a1,python,signals.py,74,472,FORMAL_NMD,L74,L74,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
1d60338f891716480388,python,signals.py,75,473,FORMAL_NMD,L75,L75,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
2f849a39d8fefb299a5f,python,signals.py,76,474,FORMAL_NMD,L76,L76,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
de993c969ed09bf132ca,python,signals.py,77,475,FORMAL_NMD,L77,L77,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
d2899d43ccb18e873f44,python,signals.py,78,476,FORMAL_NMD,L78,L78,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
283c1a12d6748e39b845,python,signals.py,79,477,FORMAL_NMD,L79,L79,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
b9101af6c5175cfe2d10,python,signals.py,80,478,FORMAL_NMD,L80,L80,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
5f33ee02c6af40f85564,python,signals.py,81,479,FORMAL_NMD,L81,L81,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
e8c8caf8a26b52ba1609,python,signals.py,82,480,FORMAL_NMD,L82,L82,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
119e657d8095c6dcf426,python,signals.py,83,481,FORMAL_NMD,L83,L83,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
91f8ce95839d3c4d455b,python,signals.py,84,482,FORMAL_NMD,L84,L84,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
59755a6adfd52407cb62,python,signals.py,85,483,FORMAL_NMD,L85,L85,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
e5adbe00722934abce6c,python,signals.py,86,484,FORMAL_NMD,L86,L86,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
31a11aac3ba35262620c,python,signals.py,87,485,FORMAL_NMD,L87,L87,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
fdf558c8f1dd04f53147,python,signals.py,88,486,FORMAL_NMD,L88,L88,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
28b751d7339a44681db9,python,signals.py,89,487,FORMAL_NMD,L89,L89,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
25c4b8af57e15d453fdd,python,signals.py,90,488,FORMAL_NMD,L90,L90,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
909e046794377fece69b,python,signals.py,91,489,FORMAL_NMD,L91,L91,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
401297d83f7198fc9d44,python,signals.py,92,490,FORMAL_NMD,L92,L92,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
e90e701223bd8d176eda,python,signals.py,93,491,FORMAL_NMD,L93,L93,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
a248aff1f69ce613359e,python,signals.py,94,492,FORMAL_NMD,L94,L94,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
8c52fa04144e06326828,python,signals.py,95,101,FORMAL_KEEP_DERIVED,canonical_forecast_from_fusion,canonical_forecast_from_fusion,,,CLAUDE chunk-1 disposition signals.py 1-1422,KEEP_DERIVED,,,CSV grep zero hits for canonical_forecast | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
3df8c062b6ce3ee4f9d1,python,signals.py,96,493,FORMAL_NMD,L96,L96,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
ff024f4e85df4016bd13,python,signals.py,97,494,FORMAL_NMD,L97,L97,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
40987484930e3cb4a0ec,python,signals.py,98,495,FORMAL_NMD,L98,L98,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
12214693e6b9647184cd,python,signals.py,99,496,FORMAL_NMD,L99,L99,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
e7dc4ce2f99acd130f57,python,signals.py,100,497,FORMAL_NMD,L100,L100,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
a3a272948932b0a3de4a,python,signals.py,101,498,FORMAL_NMD,L101,L101,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
bd9d8a218454d1e46211,python,signals.py,102,499,FORMAL_NMD,L102,L102,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
73233af887331f72c4bd,python,signals.py,103,500,FORMAL_NMD,L103,L103,,,CLAUDE chunk-1 disposition signals.py 1-1422,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8 signals.py trunk; fusion_policy sub-walk d3f0ce8+
