register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
4786b6af2a0afdff8901,python,features/db_feature_adapter.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
f9e8179ce0b4693485a5,python,features/db_feature_adapter.py,14,413,FORMAL_NMD,L14 orchestration,L14_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
47a94f5542066ae519e9,python,features/db_feature_adapter.py,15,414,FORMAL_NMD,L15 orchestration,L15_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
bc4aaec5599571c5068f,python,features/db_feature_adapter.py,16,415,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
bdd73873af42325a2d82,python,features/db_feature_adapter.py,17,416,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
c4eec421231701f5a277,python,features/db_feature_adapter.py,18,417,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
ac7dc1710f12caf8c15c,python,features/db_feature_adapter.py,19,418,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
05125e1a2dae68640429,python,features/db_feature_adapter.py,20,100,FORMAL_KEEP_DERIVED,build_db_mvp_feature_row DB snapshot → canonical MVP,build_db_mvp_feature_row_DB_snapshot_→_canonical_MVP,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,KEEP_DERIVED,,,CSV grep zero hits for build_db_mvp_feature_row | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
2503ce8d8f7ef17dac42,python,features/db_feature_adapter.py,21,419,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
8224372d61173a8958f6,python,features/db_feature_adapter.py,22,420,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
4365b1993bdd537e929b,python,features/db_feature_adapter.py,23,421,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
802e6a641054dafedc71,python,features/db_feature_adapter.py,24,422,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
6746791ecd774bc6bc4c,python,features/db_feature_adapter.py,25,423,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
bda326d363873b7af088,python,features/db_feature_adapter.py,26,424,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
efec7f82e5f97f9d687c,python,features/db_feature_adapter.py,27,425,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
6fe5797cd591a229c354,python,features/db_feature_adapter.py,28,200,FORMAL_PASS_THROUGH,spot → price.spot,spot_→_price.spot,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db snapshots_1m_normalized.spot | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
cb0b915d5afae51a334b,python,features/db_feature_adapter.py,29,201,FORMAL_PASS_THROUGH,spread → price.spread_pts,spread_→_price.spread_pts,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db snapshots_1m_normalized.spread | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
ec2f63e3b63554f2878b,python,features/db_feature_adapter.py,30,202,FORMAL_PASS_THROUGH,zone → structure.zone,zone_→_structure.zone,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db snapshots_1m_normalized.zone | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
5f84a46426867e89ce6b,python,features/db_feature_adapter.py,31,203,FORMAL_PASS_THROUGH,nearest_above_dist → structure.nearest_above_dist,nearest_above_dist_→_structure.nearest_above_dist,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
a4bf7e0b545853fc187d,python,features/db_feature_adapter.py,32,426,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
1217edfc3bb8d277434c,python,features/db_feature_adapter.py,33,427,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
1b862dc4a41ddd8d1ac4,python,features/db_feature_adapter.py,34,204,FORMAL_PASS_THROUGH,nearest_below_dist → structure.nearest_below_dist,nearest_below_dist_→_structure.nearest_below_dist,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
6155065a735ac2cbcce6,python,features/db_feature_adapter.py,35,428,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
729cccd285820458c75c,python,features/db_feature_adapter.py,36,429,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
f849e812846cc12776e3,python,features/db_feature_adapter.py,37,205,FORMAL_PASS_THROUGH,net_gamma → structure.net_gamma,net_gamma_→_structure.net_gamma,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
1c8457eeb7cbd966ccb2,python,features/db_feature_adapter.py,38,206,FORMAL_PASS_THROUGH,vwap_side → anchor.vwap_side,vwap_side_→_anchor.vwap_side,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
67497fc736ef0130bb29,python,features/db_feature_adapter.py,39,207,FORMAL_PASS_THROUGH,vwap_dist_pts → anchor.vwap_dist_pts,vwap_dist_pts_→_anchor.vwap_dist_pts,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
835a1544da58b948bb2d,python,features/db_feature_adapter.py,40,430,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
0289c3d979e1b8dd7607,python,features/db_feature_adapter.py,41,431,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
31c0162e528b295c33d5,python,features/db_feature_adapter.py,42,208,FORMAL_PASS_THROUGH,absorption_score → liquidity.absorption_score,absorption_score_→_liquidity.absorption_score,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
91700fd6c1199e202922,python,features/db_feature_adapter.py,43,432,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
e02455a98da58a9d2ee1,python,features/db_feature_adapter.py,44,433,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
38d6e7e11ce4a0a1af79,python,features/db_feature_adapter.py,45,209,FORMAL_PASS_THROUGH,continuation_score → liquidity.continuation_score,continuation_score_→_liquidity.continuation_score,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,PASS_THROUGH,,,PASS_THROUGH db column | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
e6cc9d8ffbcad9de6db6,python,features/db_feature_adapter.py,46,434,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
5f5496546d6d81a6fdf1,python,features/db_feature_adapter.py,47,435,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
3248f639d2604543326f,python,features/db_feature_adapter.py,48,436,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
6801d475d8f1f576fa18,python,features/db_feature_adapter.py,49,437,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
057d96cf38f044e7d3e1,python,features/db_feature_adapter.py,50,438,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/db_feature_adapter.py 1-50,NOT_MARKET_DATA,,,DB row → canonical MVP adapter (no Schwab leaves) | line anchored HEAD 55dddc8; MSC1 propagation verified; OBS-DBA1 downstream contract validation disclosure
