register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
1ec5493dff6a538b49cf,python,features/cascade_stack_schema.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
d18d23b297b398a9d519,python,features/cascade_stack_schema.py,17,415,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2050a72713e486713b04,python,features/cascade_stack_schema.py,18,416,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
dae83dcc7f73aef61a72,python,features/cascade_stack_schema.py,19,417,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
7c502d707fe622170bfc,python,features/cascade_stack_schema.py,20,418,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
148b225363479774c022,python,features/cascade_stack_schema.py,21,419,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
14fb0d9cd2fb2b71e02c,python,features/cascade_stack_schema.py,22,420,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
c13ed4e9831cd3cf5286,python,features/cascade_stack_schema.py,23,421,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
bfe475c8efff95619b13,python,features/cascade_stack_schema.py,24,422,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
6c079c265745975f39ec,python,features/cascade_stack_schema.py,25,423,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ebb9aefa1a05888b5781,python,features/cascade_stack_schema.py,26,424,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
c9b895e55cf2f8e90fd3,python,features/cascade_stack_schema.py,27,425,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
a48e4fc38bc7fc512163,python,features/cascade_stack_schema.py,28,100,FORMAL_KEEP_DERIVED,build_cascade_challenger_run_metadata,build_cascade_challenger_run_metadata,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,KEEP_DERIVED,,,CSV grep zero hits for build_cascade_challenger_run_metadata | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ca94a9bd188d4159a538,python,features/cascade_stack_schema.py,29,426,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ec758a4e545b6f4d97ca,python,features/cascade_stack_schema.py,30,427,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
eda3eebb8f11cbeb3af6,python,features/cascade_stack_schema.py,31,428,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
c36deb8085cbc7d9533f,python,features/cascade_stack_schema.py,32,429,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
31a70dad92aa29d5ece4,python,features/cascade_stack_schema.py,33,430,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
42c8798b647b28fa808b,python,features/cascade_stack_schema.py,34,431,FORMAL_NMD,L34 orchestration,L34_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
816f3796c02aaa7e9eb5,python,features/cascade_stack_schema.py,35,432,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
5948a295921f52070c4d,python,features/cascade_stack_schema.py,36,433,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
5b5314ffc582bcf2003b,python,features/cascade_stack_schema.py,37,434,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
68e458644098f96cae0e,python,features/cascade_stack_schema.py,38,435,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
bc7ab8ce992f8c2d2402,python,features/cascade_stack_schema.py,39,436,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
19132987e21cf06584a1,python,features/cascade_stack_schema.py,40,437,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
c13571d6b3d88234b0dd,python,features/cascade_stack_schema.py,41,438,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
5d210022eaaa5d464886,python,features/cascade_stack_schema.py,42,439,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger run record schema (evaluation only) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
