register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
d257df4d5e0c0b0b4508,python,features/fusion_policy_contract.py,1,400,FORMAL_NMD,L1,L1,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
c34ff0ac7d0f5a6cf8da,python,features/fusion_policy_contract.py,14,413,FORMAL_NMD,L14,L14,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
55faee980e63dd34626e,python,features/fusion_policy_contract.py,15,100,FORMAL_KEEP_DERIVED,_fusion_triplet,_fusion_triplet,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,KEEP_DERIVED,,,CSV grep zero hits for _fusion_triplet | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
14ff532d2ac6f71ebdc7,python,features/fusion_policy_contract.py,16,414,FORMAL_NMD,L16,L16,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
470a50536d432e2824b5,python,features/fusion_policy_contract.py,17,415,FORMAL_NMD,L17,L17,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
c51cde02eb62b1664e83,python,features/fusion_policy_contract.py,18,416,FORMAL_NMD,L18,L18,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
d10257f59cf82a05033e,python,features/fusion_policy_contract.py,19,200,FORMAL_PASS_THROUGH,fusion.prob_up/down/flat in _fusion_triplet,fusion.prob_up/down/flat_in__fusion_triplet,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,PASS_THROUGH,,,PASS_THROUGH bayesian_fusion | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
3547ba68225a9974d33f,python,features/fusion_policy_contract.py,20,417,FORMAL_NMD,L20,L20,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
576361f010fcbf3845fa,python,features/fusion_policy_contract.py,21,418,FORMAL_NMD,L21,L21,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
28d2df1430d45b695225,python,features/fusion_policy_contract.py,22,419,FORMAL_NMD,L22,L22,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
53c6c78ccf15e8cbf56f,python,features/fusion_policy_contract.py,23,420,FORMAL_NMD,L23,L23,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
6736fea385df29189a4d,python,features/fusion_policy_contract.py,24,421,FORMAL_NMD,L24,L24,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
447505334907c749fae5,python,features/fusion_policy_contract.py,25,422,FORMAL_NMD,L25,L25,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
ecb397c7559840e26206,python,features/fusion_policy_contract.py,26,423,FORMAL_NMD,L26,L26,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
14f681e384e0a39529c2,python,features/fusion_policy_contract.py,27,424,FORMAL_NMD,L27,L27,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f9463ac1e7b581df81ca,python,features/fusion_policy_contract.py,28,425,FORMAL_NMD,L28,L28,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
a40e66acecdd9d4197de,python,features/fusion_policy_contract.py,29,426,FORMAL_NMD,L29,L29,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
9ac78698b19cc96bf9ce,python,features/fusion_policy_contract.py,30,427,FORMAL_NMD,L30,L30,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
def7d03c6ae882b87f7a,python,features/fusion_policy_contract.py,31,428,FORMAL_NMD,L31,L31,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
8c6d2cbc6b2d15138533,python,features/fusion_policy_contract.py,32,429,FORMAL_NMD,L32,L32,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
c9027c12995ac2fb8a69,python,features/fusion_policy_contract.py,33,430,FORMAL_NMD,L33,L33,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
6c9fcf9abf6ee3eaf9ff,python,features/fusion_policy_contract.py,34,101,FORMAL_KEEP_DERIVED,_stack_status,_stack_status,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,KEEP_DERIVED,,,CSV grep zero hits for _stack_status | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
cd5cb8b8b02aa9d72001,python,features/fusion_policy_contract.py,35,431,FORMAL_NMD,L35,L35,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f905e159fbf7266308a0,python,features/fusion_policy_contract.py,36,432,FORMAL_NMD,L36,L36,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
9b6dcbabb4ae97b1e500,python,features/fusion_policy_contract.py,37,433,FORMAL_NMD,L37,L37,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
b29f7387e4fb0f9d81c6,python,features/fusion_policy_contract.py,38,434,FORMAL_NMD,L38,L38,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
64b3e89a6d10dddd3025,python,features/fusion_policy_contract.py,39,435,FORMAL_NMD,L39,L39,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
58a0d501fd089265ee40,python,features/fusion_policy_contract.py,40,436,FORMAL_NMD,L40,L40,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
738aa6299eb3661e120a,python,features/fusion_policy_contract.py,41,102,FORMAL_KEEP_DERIVED,fusion_payload_to_policy_columns,fusion_payload_to_policy_columns,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,KEEP_DERIVED,,,CSV grep zero hits for fusion_payload_to_policy_columns | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
6ca9d35ce63d1cc10245,python,features/fusion_policy_contract.py,42,437,FORMAL_NMD,L42,L42,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
efa6e6eea8ffcfc0bf1c,python,features/fusion_policy_contract.py,43,438,FORMAL_NMD,L43,L43,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
e8b6be90d0644d274a1c,python,features/fusion_policy_contract.py,44,439,FORMAL_NMD,L44,L44,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
2fb26751253838f66e26,python,features/fusion_policy_contract.py,45,440,FORMAL_NMD,L45,L45,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
b2ccb8fba13e09b86a4e,python,features/fusion_policy_contract.py,46,441,FORMAL_NMD,L46,L46,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
1aefa5b1a16dea2ce964,python,features/fusion_policy_contract.py,47,442,FORMAL_NMD,L47,L47,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f4682ca32171949b84bc,python,features/fusion_policy_contract.py,48,443,FORMAL_NMD,L48,L48,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
44a37fd9ea6c571e9e0a,python,features/fusion_policy_contract.py,49,444,FORMAL_NMD,L49,L49,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
9ba6d340d5770cec3f27,python,features/fusion_policy_contract.py,50,445,FORMAL_NMD,L50,L50,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
4f56cedf37f5252cf034,python,features/fusion_policy_contract.py,51,446,FORMAL_NMD,L51,L51,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
a11372296bbfb00a9496,python,features/fusion_policy_contract.py,52,447,FORMAL_NMD,L52,L52,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
b2f138bb08ee004219e2,python,features/fusion_policy_contract.py,53,448,FORMAL_NMD,L53,L53,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
e35e563a7cc13832b2ed,python,features/fusion_policy_contract.py,54,449,FORMAL_NMD,L54,L54,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
070e2f762d4f92b610de,python,features/fusion_policy_contract.py,55,450,FORMAL_NMD,L55,L55,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
ee5cee4cf5771e86e91f,python,features/fusion_policy_contract.py,56,201,FORMAL_PASS_THROUGH,fusion.dominant_direction,fusion.dominant_direction,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,PASS_THROUGH,,,PASS_THROUGH bayesian_fusion | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
af94d52d85fc5719bb9e,python,features/fusion_policy_contract.py,57,202,FORMAL_PASS_THROUGH,fusion.fusion_confidence,fusion.fusion_confidence,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,PASS_THROUGH,,,PASS_THROUGH bayesian_fusion | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
1d19f3d668dd68f26221,python,features/fusion_policy_contract.py,58,451,FORMAL_NMD,L58,L58,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
dc6de292621ed7ece431,python,features/fusion_policy_contract.py,59,452,FORMAL_NMD,L59,L59,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
0caff8da239c53596efa,python,features/fusion_policy_contract.py,60,453,FORMAL_NMD,L60,L60,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f0042c39e94271f33cba,python,features/fusion_policy_contract.py,61,454,FORMAL_NMD,L61,L61,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
5973052dca3e867be1ab,python,features/fusion_policy_contract.py,62,455,FORMAL_NMD,L62,L62,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
062b7c9742b7b258e79c,python,features/fusion_policy_contract.py,63,456,FORMAL_NMD,L63,L63,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
6efde3c79bc3b71f03d8,python,features/fusion_policy_contract.py,64,457,FORMAL_NMD,L64,L64,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
0a1e41e7c701e99ccd93,python,features/fusion_policy_contract.py,65,458,FORMAL_NMD,L65,L65,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
cd797692c466f0e67bf0,python,features/fusion_policy_contract.py,66,459,FORMAL_NMD,L66,L66,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
330a11b12c4681bce71d,python,features/fusion_policy_contract.py,67,460,FORMAL_NMD,L67,L67,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
3ef41e163d95f0c2f4be,python,features/fusion_policy_contract.py,68,461,FORMAL_NMD,L68,L68,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f26f94cdf63f4b3bb765,python,features/fusion_policy_contract.py,69,462,FORMAL_NMD,L69,L69,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
d26c8f3a1405ddd177d8,python,features/fusion_policy_contract.py,70,103,FORMAL_KEEP_DERIVED,unavailable branch None fused_* columns,unavailable_branch_None_fused_*_columns,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,KEEP_DERIVED,,,CSV grep zero hits for fused_confidence_ | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
4704920b5fc9b45e644d,python,features/fusion_policy_contract.py,71,463,FORMAL_NMD,L71,L71,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
757ea6bc73c76d2b4d2d,python,features/fusion_policy_contract.py,72,464,FORMAL_NMD,L72,L72,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
086a50b373529065d7ab,python,features/fusion_policy_contract.py,73,465,FORMAL_NMD,L73,L73,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
c5af2f9d051f9e030f20,python,features/fusion_policy_contract.py,74,466,FORMAL_NMD,L74,L74,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
9dab15c4b54848d01bd2,python,features/fusion_policy_contract.py,75,467,FORMAL_NMD,L75,L75,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
2d9a6b53982e18f38aa6,python,features/fusion_policy_contract.py,76,468,FORMAL_NMD,L76,L76,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
43e1b4df8329754ee552,python,features/fusion_policy_contract.py,77,469,FORMAL_NMD,L77,L77,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
cb3e2edc255fa6464350,python,features/fusion_policy_contract.py,78,104,FORMAL_KEEP_DERIVED,fused_move_prob = 1.0 - P(flat),fused_move_prob_=_1.0_-_P(flat),,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,KEEP_DERIVED,,,CSV grep zero hits for fused_move_prob_ | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
04a5e8a76768ed19d8d3,python,features/fusion_policy_contract.py,79,203,FORMAL_PASS_THROUGH,fusion.fusion_confidence_score,fusion.fusion_confidence_score,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,PASS_THROUGH,,,PASS_THROUGH bayesian_fusion | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
f59b2cdd3f22861a92bb,python,features/fusion_policy_contract.py,80,470,FORMAL_NMD,L80,L80,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
51eae989f7e76c619151,python,features/fusion_policy_contract.py,81,471,FORMAL_NMD,L81,L81,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
c982958629cb71a84067,python,features/fusion_policy_contract.py,82,472,FORMAL_NMD,L82,L82,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
b6cf6fdc63430a7afd01,python,features/fusion_policy_contract.py,83,473,FORMAL_NMD,L83,L83,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
d76defd87a969dffc902,python,features/fusion_policy_contract.py,84,474,FORMAL_NMD,L84,L84,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
df48613232ce110296f1,python,features/fusion_policy_contract.py,85,475,FORMAL_NMD,L85,L85,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
62be1a125caa5a448e87,python,features/fusion_policy_contract.py,86,204,FORMAL_PASS_THROUGH,fusion.contributing_models,fusion.contributing_models,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,PASS_THROUGH,,,PASS_THROUGH bayesian_fusion | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
a08757ab5430f82e8029,python,features/fusion_policy_contract.py,87,476,FORMAL_NMD,L87,L87,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
696f6e2b9693f92bb344,python,features/fusion_policy_contract.py,88,477,FORMAL_NMD,L88,L88,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
7c2c0d9536111e2f3de1,python,features/fusion_policy_contract.py,89,478,FORMAL_NMD,L89,L89,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
34cd00edaca04c1caa15,python,features/fusion_policy_contract.py,90,479,FORMAL_NMD,L90,L90,,,CLAUDE chunk-1 disposition features/fusion_policy_contract.py 1-106,NOT_MARKET_DATA,,,orchestration | line anchored HEAD d3f0ce8; fused_confidence_<hz> producer (I-01 fail-closed)
