register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
fee80a1b67616aeab2d8,python,features/lstm_sequence_input.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
adf77d91f3ebc346e5c4,python,features/lstm_sequence_input.py,55,454,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
b1e7c9552f69fdd44786,python,features/lstm_sequence_input.py,56,455,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
836e074f29a21e9510ca,python,features/lstm_sequence_input.py,57,456,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
13b2a59fd3e4425e0938,python,features/lstm_sequence_input.py,58,457,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
6634e704190106ebab39,python,features/lstm_sequence_input.py,59,458,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
cc9fee8d41679bec9681,python,features/lstm_sequence_input.py,60,459,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
2154069c14cb4d72b54b,python,features/lstm_sequence_input.py,61,460,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
9a2f3690b108501b5c9f,python,features/lstm_sequence_input.py,62,461,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
cb9f87cc061b16155225,python,features/lstm_sequence_input.py,63,100,FORMAL_KEEP_DERIVED,ZONE_MISSING_ENCODED / VWAP_SIDE_UNKNOWN_ENCODED sentinels,ZONE_MISSING_ENCODED_/_VWAP_SIDE_UNKNOWN_ENCODED_sentinels,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,KEEP_DERIVED,,,CSV grep zero hits for ZONE_MISSING_ENCODED | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
434ed1cb2f4bb3e52b8e,python,features/lstm_sequence_input.py,64,462,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
99e7219452bcc81c3a3b,python,features/lstm_sequence_input.py,65,463,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
ec9e349799f7ee1af41a,python,features/lstm_sequence_input.py,66,464,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
cd15c4a624b366dec3f4,python,features/lstm_sequence_input.py,67,465,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
aee283f62c8cb2e51fda,python,features/lstm_sequence_input.py,68,466,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/lstm_sequence_input.py 1-238,NOT_MARKET_DATA,,,LSTM/Transformer sequence canonical MVP contract (no Schwab leaves) | line anchored HEAD 6f410a7; Day3 c527b82 provenance; FIND-LSI1/LSI2 disclosed slice-only
