register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
0f4c058fe6c26adc5f9d,python,features/mvp_source_coercion.py,15,414,FORMAL_NMD,L15 orchestration,L15_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
eabbdb46c8f814ecd123,python,features/mvp_source_coercion.py,16,415,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
9265436c4915ab933bff,python,features/mvp_source_coercion.py,17,416,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
dd8237e90415279a41d9,python,features/mvp_source_coercion.py,18,417,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
60f11f1ecb3fa0d6cfac,python,features/mvp_source_coercion.py,19,418,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
1352a9e11cf2af53934d,python,features/mvp_source_coercion.py,20,419,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
347d7ddd30f1f18c59d6,python,features/mvp_source_coercion.py,21,420,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
bb4fd0c25aca64859a0e,python,features/mvp_source_coercion.py,22,421,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
871c59609aa003f86e8f,python,features/mvp_source_coercion.py,23,422,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
5bd8a3c192ac4fc687ed,python,features/mvp_source_coercion.py,24,423,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
476dc154cfc37ff64551,python,features/mvp_source_coercion.py,25,424,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
e72bbc919032b99bd532,python,features/mvp_source_coercion.py,26,425,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
8a80b5c1d9e2884d4f2f,python,features/mvp_source_coercion.py,27,100,FORMAL_KEEP_DERIVED,_contains_key TypeError-safe membership,_contains_key_TypeError-safe_membership,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,KEEP_DERIVED,,,CSV grep zero hits for _contains_key | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
dee69a327aa21e361588,python,features/mvp_source_coercion.py,28,426,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
6d63205e9e3e680fd784,python,features/mvp_source_coercion.py,29,427,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
24491ff2ed8dbd0078b4,python,features/mvp_source_coercion.py,30,428,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
88052a2b8e80d3d2a324,python,features/mvp_source_coercion.py,31,429,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
4c8b8684a3329928b96d,python,features/mvp_source_coercion.py,32,430,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
17e705c0901ef4305b58,python,features/mvp_source_coercion.py,33,431,FORMAL_NMD,L33 orchestration,L33_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
94346e1347afc28cc414,python,features/mvp_source_coercion.py,34,101,FORMAL_KEEP_DERIVED,_require_mapping parent Mapping gate (FIND-MSC1),_require_mapping_parent_Mapping_gate_(FIND-MSC1),,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,KEEP_DERIVED,,,CSV grep zero hits for _require_mapping | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
32009f549dd2ee301f77,python,features/mvp_source_coercion.py,35,432,FORMAL_NMD,L35 orchestration,L35_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
1ca3630bbcdeb6d3846a,python,features/mvp_source_coercion.py,36,433,FORMAL_NMD,L36 orchestration,L36_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
57d69a1ea5106a47ed9d,python,features/mvp_source_coercion.py,37,434,FORMAL_NMD,L37 orchestration,L37_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
72a8fcc9e952fb9ff295,python,features/mvp_source_coercion.py,38,435,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
8ae2b4d9e8ab90fb1b00,python,features/mvp_source_coercion.py,39,436,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
a7854daf90f6f1045bb3,python,features/mvp_source_coercion.py,40,437,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
4eb04702c08dcce8d206,python,features/mvp_source_coercion.py,41,438,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
22a558df8c9c29ac572f,python,features/mvp_source_coercion.py,42,102,FORMAL_KEEP_DERIVED,strict_float_from_raw strict numeric coercion,strict_float_from_raw_strict_numeric_coercion,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,KEEP_DERIVED,,,CSV grep zero hits for strict_float_from_raw | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
25173d657da446c9f882,python,features/mvp_source_coercion.py,43,439,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
7f426f75f9b9e9c12366,python,features/mvp_source_coercion.py,44,440,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
cd44c83fcbb789e8343f,python,features/mvp_source_coercion.py,45,441,FORMAL_NMD,L45 orchestration,L45_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
cb50f7f00f46177eb008,python,features/mvp_source_coercion.py,46,442,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
7a802dfd21f0b6e323a6,python,features/mvp_source_coercion.py,47,443,FORMAL_NMD,L47 orchestration,L47_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
b7cddfe73c4d115ea73b,python,features/mvp_source_coercion.py,48,444,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
8d4470d446529b82c3af,python,features/mvp_source_coercion.py,49,445,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
aac5993e3a9c7057fc6b,python,features/mvp_source_coercion.py,50,446,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
340e3e520c200b4e2170,python,features/mvp_source_coercion.py,51,447,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
47ddce051336cd3c5ab2,python,features/mvp_source_coercion.py,52,448,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
b284be7c2b3c4318e57a,python,features/mvp_source_coercion.py,53,449,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
c27eec5ea96720231cec,python,features/mvp_source_coercion.py,54,450,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
58fb6e775938e521c796,python,features/mvp_source_coercion.py,55,451,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
a8af71b8abc3e66c0624,python,features/mvp_source_coercion.py,56,452,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
dc79cfcc84aab150aae3,python,features/mvp_source_coercion.py,57,453,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
125e6bc60586217de430,python,features/mvp_source_coercion.py,58,454,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
f00b62318b542ecc1820,python,features/mvp_source_coercion.py,59,455,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
3ceb88f2b1284a6e2b2b,python,features/mvp_source_coercion.py,60,456,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
759fa7ec27f9c314cbf6,python,features/mvp_source_coercion.py,61,103,FORMAL_KEEP_DERIVED,read_optional_float missing-vs-invalid reader,read_optional_float_missing-vs-invalid_reader,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,KEEP_DERIVED,,,CSV grep zero hits for read_optional_float | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
974acd2848f3d21ca3b3,python,features/mvp_source_coercion.py,62,457,FORMAL_NMD,L62 orchestration,L62_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
04c9e5387a1b93b6cb1a,python,features/mvp_source_coercion.py,63,458,FORMAL_NMD,L63 orchestration,L63_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
5ab815ccc9a3ae7e3e7e,python,features/mvp_source_coercion.py,64,459,FORMAL_NMD,L64 orchestration,L64_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
73a87cd02baf410b927e,python,features/mvp_source_coercion.py,65,460,FORMAL_NMD,L65 orchestration,L65_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
731641676c269430f1f8,python,features/mvp_source_coercion.py,66,461,FORMAL_NMD,L66 orchestration,L66_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
3081079e82370c0471b5,python,features/mvp_source_coercion.py,67,462,FORMAL_NMD,L67 orchestration,L67_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
c54c377b5c2e0c92368a,python,features/mvp_source_coercion.py,68,463,FORMAL_NMD,L68 orchestration,L68_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
45a69b036ae5b08526ad,python,features/mvp_source_coercion.py,69,464,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
98afbd889a58810e9d9a,python,features/mvp_source_coercion.py,70,465,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
4eab8a14fcd6b95f576a,python,features/mvp_source_coercion.py,71,466,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
e3cce1079ab4da9fecde,python,features/mvp_source_coercion.py,72,467,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
32b6f2eb7a066a6cbe8d,python,features/mvp_source_coercion.py,73,468,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
161f3798264732b444c0,python,features/mvp_source_coercion.py,74,469,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
4ccc8942ea60d263fb12,python,features/mvp_source_coercion.py,75,104,FORMAL_KEEP_DERIVED,read_optional_zone vocab-enforced reader,read_optional_zone_vocab-enforced_reader,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,KEEP_DERIVED,,,CSV grep zero hits for read_optional_zone | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
6beaecfcbecefbf459d1,python,features/mvp_source_coercion.py,76,470,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
b0cf6019186a43845bd2,python,features/mvp_source_coercion.py,77,471,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/mvp_source_coercion.py,NOT_MARKET_DATA,,,MVP source coercion boundary (no Schwab leaves) | line anchored HEAD c9a185e; FIND-MSC1 _require_mapping non-Mapping parent fail-closed
