register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
c24bd2345b1eb287b49f,python,features/xgb_model_input.py,23,422,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
111182285f255373dee6,python,features/xgb_model_input.py,24,423,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
b4f6460415ae83572616,py,features/xgb_model_input.py,25,0,FORMAL_NMD,"    ""price.spot"": ""spot"",",price,chains.callExpDateMap.*.closePrice;chains.callExpDateMap.*.highPrice;chains.callExpDateMap.*.lowPrice;chains.callExpDateMap.*.openPrice;chains.callExpDateMap.*.strikePrice;chains.putExpDateMap.*.closePrice;chains.putExpDateMap.*.highPrice;chains.putExpDateMap.*.lowPrice;chains.putExpDateMap.*.openPrice;chains.putExpDateMap.*.strikePrice;chains.underlying.highPrice;chains.underlying.lowPrice;chains.underlying.openPrice;chains.underlyingPrice;movers.screeners.*.lastPrice;quotes.extended.askPrice;quotes.extended.bidPrice;quotes.extended.lastPrice;quotes.quote.askPrice;quotes.quote.bidPrice;quotes.quote.closePrice;quotes.quote.highPrice;quotes.quote.lastPrice;quotes.quote.lowPrice;quotes.quote.openPrice,chains.putExpDateMap.*.optionDeliverablesList.*.symbol;chains.putExpDateMap.*.openInterest;chains.putExpDateMap.*.optionDeliverablesList.*.assetType,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
4cec982b905801117b4d,py,features/xgb_model_input.py,26,0,FORMAL_NMD,"    ""price.spread_pts"": ""spread"",",price,chains.callExpDateMap.*.closePrice;chains.callExpDateMap.*.highPrice;chains.callExpDateMap.*.lowPrice;chains.callExpDateMap.*.openPrice;chains.callExpDateMap.*.strikePrice;chains.putExpDateMap.*.closePrice;chains.putExpDateMap.*.highPrice;chains.putExpDateMap.*.lowPrice;chains.putExpDateMap.*.openPrice;chains.putExpDateMap.*.strikePrice;chains.underlying.highPrice;chains.underlying.lowPrice;chains.underlying.openPrice;chains.underlyingPrice;movers.screeners.*.lastPrice;quotes.extended.askPrice;quotes.extended.bidPrice;quotes.extended.lastPrice;quotes.quote.askPrice;quotes.quote.bidPrice;quotes.quote.closePrice;quotes.quote.highPrice;quotes.quote.lastPrice;quotes.quote.lowPrice;quotes.quote.openPrice,chains.putExpDateMap.*.bidSize;chains.putExpDateMap.*.askSize;chains.callExpDateMap.*.bidSize,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
aee55f901a64deebfd87,python,features/xgb_model_input.py,27,100,FORMAL_KEEP_DERIVED,CANONICAL_TO_XGB_TABULAR canonical→legacy mapping,CANONICAL_TO_XGB_TABULAR_canonical→legacy_mapping,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,KEEP_DERIVED,,,CSV grep zero hits for CANONICAL_TO_XGB_TABULAR | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
5bd3915a154a05c1d631,python,features/xgb_model_input.py,28,200,FORMAL_PASS_THROUGH,price.spot → spot,price.spot_→_spot,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
a7619ad8e4511f5d1dc3,python,features/xgb_model_input.py,29,201,FORMAL_PASS_THROUGH,price.spread_pts → spread,price.spread_pts_→_spread,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
2c44a4f217ef228108c5,python,features/xgb_model_input.py,30,202,FORMAL_PASS_THROUGH,structure.zone → zone,structure.zone_→_zone,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
fa3bc9c1aea2443b610d,python,features/xgb_model_input.py,31,203,FORMAL_PASS_THROUGH,structure.nearest_above_dist,structure.nearest_above_dist,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
9dfcf596282f30d81c3c,python,features/xgb_model_input.py,32,204,FORMAL_PASS_THROUGH,structure.nearest_below_dist,structure.nearest_below_dist,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
363f54f130cd00962b98,python,features/xgb_model_input.py,33,205,FORMAL_PASS_THROUGH,structure.net_gamma → net_gamma,structure.net_gamma_→_net_gamma,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
e32661d7eed293920079,python,features/xgb_model_input.py,34,206,FORMAL_PASS_THROUGH,anchor.vwap_side → vwap_side,anchor.vwap_side_→_vwap_side,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
8636e2c83707dd445e10,python,features/xgb_model_input.py,35,207,FORMAL_PASS_THROUGH,anchor.vwap_dist_pts → vwap_dist_pts,anchor.vwap_dist_pts_→_vwap_dist_pts,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
9437ec0be365f77ca94f,python,features/xgb_model_input.py,36,208,FORMAL_PASS_THROUGH,liquidity.absorption_score,liquidity.absorption_score,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
ae62ce7a43b5d9b4ebac,python,features/xgb_model_input.py,37,209,FORMAL_PASS_THROUGH,liquidity.continuation_score,liquidity.continuation_score,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,PASS_THROUGH,,,PASS_THROUGH canonical MVP feature name | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
422548a452957253b430,python,features/xgb_model_input.py,38,426,FORMAL_NMD,L38 orchestration,L38_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
7d6c6a778f39a60f22e5,python,features/xgb_model_input.py,39,427,FORMAL_NMD,L39 orchestration,L39_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
be3c9d81766a85daa7cd,python,features/xgb_model_input.py,40,428,FORMAL_NMD,L40 orchestration,L40_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
4956d6172cd8c5d42771,python,features/xgb_model_input.py,41,429,FORMAL_NMD,L41 orchestration,L41_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
50a296f30a1151803f2d,python,features/xgb_model_input.py,42,430,FORMAL_NMD,L42 orchestration,L42_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
680066b0471693643001,python,features/xgb_model_input.py,43,431,FORMAL_NMD,L43 orchestration,L43_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
f8b3073fb32e538942c0,python,features/xgb_model_input.py,44,432,FORMAL_NMD,L44 orchestration,L44_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
f1556e5414f195894df9,python,features/xgb_model_input.py,45,433,FORMAL_NMD,L45 orchestration,L45_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
b21ae416ead484dfbb80,python,features/xgb_model_input.py,46,434,FORMAL_NMD,L46 orchestration,L46_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
8cbbe582df480707076a,python,features/xgb_model_input.py,47,101,FORMAL_KEEP_DERIVED,validate_inference_snapshot_v1_envelope,validate_inference_snapshot_v1_envelope,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,KEEP_DERIVED,,,CSV grep zero hits for validate_inference_snapshot_v1_envelope | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
273d6e1708060a7127d2,python,features/xgb_model_input.py,48,435,FORMAL_NMD,L48 orchestration,L48_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
8c90e30b68dd02dec5d1,python,features/xgb_model_input.py,49,436,FORMAL_NMD,L49 orchestration,L49_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
f46ae2b863b9b357dd56,python,features/xgb_model_input.py,50,437,FORMAL_NMD,L50 orchestration,L50_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
8203350921d956fa3cbe,python,features/xgb_model_input.py,51,438,FORMAL_NMD,L51 orchestration,L51_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
0949277a86aa400ee373,python,features/xgb_model_input.py,52,439,FORMAL_NMD,L52 orchestration,L52_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
9302f910fe5b636a81e7,python,features/xgb_model_input.py,53,440,FORMAL_NMD,L53 orchestration,L53_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
7de1e1337bd01642c4b3,python,features/xgb_model_input.py,54,441,FORMAL_NMD,L54 orchestration,L54_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
382d50cb7f4de3b2c53c,python,features/xgb_model_input.py,55,442,FORMAL_NMD,L55 orchestration,L55_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
8d4656b46ed585aa9604,python,features/xgb_model_input.py,56,443,FORMAL_NMD,L56 orchestration,L56_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
94705328640719d76303,python,features/xgb_model_input.py,57,444,FORMAL_NMD,L57 orchestration,L57_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
97c50faadcddf4270bed,python,features/xgb_model_input.py,58,445,FORMAL_NMD,L58 orchestration,L58_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
3b855d66e304c8f88aa1,python,features/xgb_model_input.py,59,446,FORMAL_NMD,L59 orchestration,L59_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
039c2ad89569819818e0,python,features/xgb_model_input.py,60,447,FORMAL_NMD,L60 orchestration,L60_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
0e35293596912578a802,python,features/xgb_model_input.py,61,448,FORMAL_NMD,L61 orchestration,L61_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/xgb_model_input.py 1-151,NOT_MARKET_DATA,,,XGB InferenceSnapshotV1 adapter (no Schwab leaves) | line anchored HEAD 85c2117; InferenceSnapshotV1 XGB tabular path; FIND-XGB1/XGB2 disclosed slice-only pending ml_predict caller audit
