file,line,tags,names,candidate_schwab_fields,code,classification,classification_reason,disposition,disposition_reason,manual_review_required
audit_expiry_data.py,8,,,,- dte < 0 (expiry was in the past when snapshot was taken),NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,9,,,,- expiry date before snapshot date,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,10,,,,"- hours_to_expiry NULL when dte=0 (same-day expiry, expected after 4pm ET)",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,31,,,,"print(""EXPIRY DATA AUDIT — Ed Console Snapshots"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,37,,,,bad_dte = conn.execute(,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,38,,,,"get_snapshot_sql(""audit_expiry_data.py:37""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,42,,,,"print(f""\n1. Rows with DTE < 0 (expired options): {bad_dte}"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,44,,,,if bad_dte > 0:,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,46,,,,"get_snapshot_sql(""audit_expiry_data.py:48""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,54,,,,"get_snapshot_sql(""audit_expiry_data.py:61""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,59,,,,"print(f""      id={r[0]} {r[1]} expiry={r[2]} dte={r[3]} """,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,64,,,,bad_expiry_vs_ts = conn.execute(,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,65,,,,"get_snapshot_sql(""audit_expiry_data.py:78""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,69,,,,"print(f""\n2. Rows where expiry < snapshot date: {bad_expiry_vs_ts}"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,73,,,,"get_snapshot_sql(""audit_expiry_data.py:91""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,78,,,,bad_count = bad_dte  # primary metric,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,81,,,,"print(f""   Bad rows (dte<0): {pct}% of total"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,84,,,,if bad_dte > 0:,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,86,,,,"get_snapshot_sql(""audit_expiry_data.py:104""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,92,,,,if bad_dte > 0:,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,94,,,,"get_snapshot_sql(""audit_expiry_data.py:116""),",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,97,,,,"print(f""\n5. Distinct expiries with dte<0:"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,102,,,,if bad_dte > 0:,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,103,,,,"print(""RECOMMENDATION: Exclude or delete rows with dte<0 for prediction/training."")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,106,,,,"print(f""  sqlite3 {DB_PATH} \""DELETE FROM {_sn} WHERE dte < 0;\"""")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,109,,,,"print(f""      conn.execute('DELETE FROM {_sn} WHERE dte < 0')"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_expiry_data.py,112,,,,"print(""No bad expiry rows found — DB looks clean."")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_snapshot_data.py,85,,close|high|low|open,chains.underlying.close|pricehistory.candles.*.close|pricehistory.candles.*.high|pricehistory.candles.*.low|pricehistory.candles.*.open,"print(f""     {'ts_et':<22} {'gap':>6} {'open':>8} {'high':>8} {'low':>8} {'close':>8} {'vol':>10}"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_snapshot_data.py,89,DEFAULT_ZERO_OR,,,"print(f""     {str(r['ts_et']):<22} {gap:>5.0f}s {r['candle_open'] or 0:>8.2f} {r['candle_high'] or 0:>8.2f} {r['candle_low'] or 0:>8.2f} {r['candle_close'] or 0:>8.2f} {r['candle_volume'] or 0:>10.0f}"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_snapshot_data.py,106,,open,pricehistory.candles.*.open,"print(f""\n  D. Reset cadence (open changes = new bar):"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_snapshot_data.py,107,,open,pricehistory.candles.*.open,"print(f""     Open changed {len(open_changes)} times total"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_snapshot_data.py,120,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close(),NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_training_data.py,14,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,3. Rows per date (last 30 days),NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_training_data.py,16,,,,5. 0DTE row count (dte = 0),NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_training_data.py,53,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,"print(""\n3. Rows per date (last 30 days):"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_training_data.py,71,,,,dte0 = conn.execute(,NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
audit_training_data.py,75,,,,"print(f""\n5. 0DTE rows (dte = 0): {dte0:,}"")",NOT_MARKET_RUNTIME,tests/docs/governance/audit/generated support path,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_flow_imbalance.py,6,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,still contribute volume / sizes when present.,CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,8,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"When archived rows lack bidSize/askSize, flow_imbalance falls back to call vs put volume",TRUE_ANALYTIC_REVIEW,analytics/model score or strategy transform; verify provenance,KEEP_DERIVED_WITH_PROVENANCE,True analytic/model/strategy transform; no direct Schwab equivalent.,no
backfill_flow_imbalance.py,71,,multiplier,chains.callExpDateMap.*.multiplier|chains.putExpDateMap.*.multiplier,"multiplier = _positive_float_or_none(ct.get(""multiplier""))",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,76,,openInterest,chains.callExpDateMap.*.openInterest|chains.putExpDateMap.*.openInterest,"""openInterest"": ct.get(""openInterest""),",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,72,,totalVolume|volume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume|movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"total_volume = ct.get(""""totalVolume"""") if ct.get(""""totalVolume"""") is not None else ct.get(""""volume"""")""",CSV_PRIMITIVE_CANONICAL_REVIEW,archived chain volume passthrough without defaulting missing to zero,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,80,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"""delta"": ct.get(""delta""),",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,81,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"""gamma"": ct.get(""gamma""),",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,82,,vega,chains.callExpDateMap.*.vega|chains.putExpDateMap.*.vega,"""vega"": ct.get(""vega""),",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,83,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""volatility"": ct.get(""volatility""),",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,84,,daysToExpiration,chains.callExpDateMap.*.daysToExpiration|chains.daysToExpiration|chains.putExpDateMap.*.daysToExpiration,"""daysToExpiration"": ct.get(""daysToExpiration""),",CSV_PRIMITIVE_CANONICAL_REVIEW,archived chain JSON passthrough for DTE/expiry without zero-fill,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,85,,multiplier,chains.callExpDateMap.*.multiplier|chains.putExpDateMap.*.multiplier,"""multiplier"": multiplier,",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,86,,expirationDate,chains.callExpDateMap.*.expirationDate|chains.putExpDateMap.*.expirationDate,"""expirationDate"": ct.get(""expirationDate""),",CSV_PRIMITIVE_CANONICAL_REVIEW,archived chain JSON passthrough for DTE/expiry without zero-fill,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,108,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"by_src: dict[str, int] = {""book"": 0, ""volume"": 0, ""none"": 0}",CSV_PRIMITIVE_CANONICAL_REVIEW,Schwab primitive referenced; verify canonical normalization,CANONICAL_OR_PASS_THROUGH_REVIEWED,Schwab primitive reference without default/derivation risk.,no
backfill_flow_imbalance.py,130,GET_DEFAULT_ZERO,,,"by_src[src] = by_src.get(src, 0) + 1",DEFAULT_OR_DERIVATION_REVIEW,default/derivation in market-data runtime path,NON_PRIMITIVE_DEFAULT_REVIEWED,Default/derivation does not reference Schwab primitive name.,no
backfill_flow_imbalance.py,167,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close(),NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_flow_imbalance.py,178,GET_DEFAULT_ZERO,,,"""flow_source_book"": by_src.get(""book"", 0),",NOT_MARKET_DATA,flow_imbalance provenance histogram keys; not quotes.quote / chain volume primitives,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_flow_imbalance.py,181,,,,"""flow_source_volume"": (by_src[""volume""] if ""volume"" in by_src else 0),",NOT_MARKET_DATA,flow_imbalance provenance histogram keys; not quotes.quote / chain volume primitives,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_flow_imbalance.py,180,GET_DEFAULT_ZERO,,,"""flow_source_none"": by_src.get(""none"", 0),",NOT_MARKET_DATA,flow_imbalance provenance histogram keys; not quotes.quote / chain volume primitives,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_snapshot_derived.py,34,,close|open|spot|vwap,chains.underlying.close|pricehistory.candles.*.close|pricehistory.candles.*.open,"""""""Fallback when no VWAP yet: OHLC average, else close/open, else spot.""""""",NOT_MARKET_DATA,offline snapshot derived-field helper (documentation / tool path),NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
backfill_snapshot_derived.py,178,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close(),NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bar_rehydration_issue19_v1.py,130,,close,chains.underlying.close|pricehistory.candles.*.close,conn.close(),NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bar_rehydration_issue19_v1.py,239,,close,chains.underlying.close|pricehistory.candles.*.close,conn2.close(),NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bar_rehydration_issue19_v1.py,245,DEFAULT_ZERO_OR,,,"feasible = int(post.get(""pin_neutral_anchor_feasible_count"") or 0)",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bar_rehydration_issue19_v1.py,267,DEFAULT_ZERO_OR,,,"updates = int(repair_audit.get(""updates_executed"") or 0)",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bar_rehydration_issue19_v1.py,299,,close,chains.underlying.close|pricehistory.candles.*.close,"""Increase to close early lead-in gaps (e.g. 172800 or 259200 for $SPX ~24–48h)."",",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,64,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"fusion_confidence:     str   = ""low""       # low / medium / high",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,91,,low,pricehistory.candles.*.low,"model_agreement_label: str   = ""low""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,249,,low,pricehistory.candles.*.low,"conv = getattr(rules, ""conviction"", ""low"")",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,251,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"conv_mult = {""high"": 1.0, ""medium"": 0.7, ""low"": 0.4}.get(conv, 0.3)",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,494,,high,pricehistory.candles.*.high,"conf = ""high""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,500,,low,pricehistory.candles.*.low,"conf = ""low""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,513,,high,pricehistory.candles.*.high,"if n_predictive_approved < 2 and conf == ""high"":",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,542,,high|low,pricehistory.candles.*.high|pricehistory.candles.*.low,"agree_label = ""high"" if agreement >= 0.75 else ""medium"" if agreement >= 0.5 else ""low""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,545,,low,pricehistory.candles.*.low,"agree_label = ""low""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,557,GET_DEFAULT_ZERO,,,"w = weights.get(src, 0.0)",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,596,DEFAULT_ZERO_OR,,,"nb = int(signal_layer_v1.get(""meta.n_bars"") or 0)",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,639,,low,pricehistory.candles.*.low,"evidence.append(f""Regime: {regime_label} ({getattr(regime, 'confidence', 'low')})"")",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,660,,high,pricehistory.candles.*.high,"conf = ""high""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,664,,low,pricehistory.candles.*.low,"conf = ""low""",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,670,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""vol_expansion"": ""volatility expansion"",",REVIEW_NONREGISTERED_RUNTIME,runtime-like path not in market-data allowlist,OFFLINE_TOOL_OR_MODEL_REVIEWED,Offline/tool/model path; keep out of direct Schwab primitive replacement unless promoted.,no
bayesian_fusion.py,689,GET_DEFAULT_ZERO,,,"breakout_posterior=round(posteriors.get(""breakout"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,690,GET_DEFAULT_ZERO,,,"pinning_posterior=round(posteriors.get(""pinning"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,691,GET_DEFAULT_ZERO,,,"continuation_posterior=round(posteriors.get(""continuation"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,692,GET_DEFAULT_ZERO,,,"reversal_posterior=round(posteriors.get(""reversal"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,693,GET_DEFAULT_ZERO,,,"vol_expansion_posterior=round(posteriors.get(""vol_expansion"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,694,GET_DEFAULT_ZERO,,,"mean_reversion_posterior=round(posteriors.get(""mean_reversion"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,695,GET_DEFAULT_ZERO,,,"weight_xgboost=round(weights.get(""xgboost"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,696,GET_DEFAULT_ZERO,,,"weight_lstm=round(weights.get(""lstm"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,697,GET_DEFAULT_ZERO,,,"weight_transformer=round(weights.get(""transformer"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,699,GET_DEFAULT_ZERO,,,"weight_rules=round(weights.get(""rules"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,700,GET_DEFAULT_ZERO,,,"weight_regime=round(weights.get(""regime"", 0), 3),",NOT_MARKET_DATA,no market names or Schwab candidates,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
bayesian_fusion.py,759,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"""volatility"": 2.5,",REVIEW_NONREGISTERED_RUNTIME,runtime-like path not in market-data allowlist,OFFLINE_TOOL_OR_MODEL_REVIEWED,Offline/tool/model path; keep out of direct Schwab primitive replacement unless promoted.,no
call_engine.py,128,,low,pricehistory.candles.*.low,"parts.append(f""Invalid if 5min closes below {micro.structure_support:.2f} swing low"")",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
call_engine.py,130,,high,pricehistory.candles.*.high,"parts.append(f""Invalid if 5min closes above {micro.structure_resist:.2f} swing high"")",NOT_MARKET_DATA,generic name-only hit without derivation/default risk,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
call_engine.py,173,,,,Max 1m bars for historical replay time_expiry — branches stay aligned with _time_qualifier().,NOT_MARKET_DATA,no actionable Schwab-market signal,NOT_MARKET_DATA,Excluded from runtime market-data proof surface.,no
