file,line,tags,names,candidate_schwab_fields,code,classification,classification_reason,disposition,disposition_reason,manual_review_required
math_levels.py,590,DEFAULT_ZERO_OR,ask,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask,"a = float(row.get(""ask"") or 0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
math_probabilities.py,200,ASK_MINUS_BID,ask|bid|spread,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask|chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,"spread = round(ask - bid, 4) if bid is not None and ask is not None else None",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
mc_fusion_adjustment.py,29,DEFAULT_ZERO_OR,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"vol = float(mc_output.get(""volatility"") or 0.0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,411,BID_ASK_MID,,,replenishment = (bid_change + ask_change) / 2.0 if (bids_earlier or asks_earlier) else 0.0,DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
order_flow_engine.py,473,DEFAULT_ZERO_OR,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"call_vol = sum(c.get(""totalVolume"") or c.get(""lastSize"") or 0 for c in calls)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,474,DEFAULT_ZERO_OR,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"put_vol = sum(p.get(""totalVolume"") or p.get(""lastSize"") or 0 for p in puts)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,478,DEFAULT_ZERO_OR,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"d = c.get(""delta"") or 0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,479,DEFAULT_ZERO_OR,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"v = c.get(""totalVolume"") or c.get(""lastSize"") or 0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,482,DEFAULT_ZERO_OR,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"d = p.get(""delta"") or 0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
order_flow_engine.py,483,DEFAULT_ZERO_OR,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"v = p.get(""totalVolume"") or p.get(""lastSize"") or 0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,726,BID_ASK_MID,,,mid = (bf + af) / 2.0,DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,728,ASK_MINUS_BID,,,spread_frac = (af - bf) / mid,DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,729,ASK_MINUS_BID,,,"spread_pts = round(af - bf, 4)",DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,1063,GET_DEFAULT_ZERO,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"volume=cur.get(""v"", 0.0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,1098,GET_DEFAULT_ZERO,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"volume=float(b.get(""volume"", 0)),",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,2648,GET_DEFAULT_ZERO,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,"last = _l1_sse_last_emit_mono.get(sk, 0.0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,726,BID_ASK_MID,,,mid = (bf + af) / 2.0,DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,2698,ASK_MINUS_BID,spread,,"row[""spread""] = (af - bf) / mid",DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,2699,ASK_MINUS_BID,,,"row[""spread_pts""] = round(af - bf, 4)",DERIVED_WITH_PROVENANCE_REVIEW,bid/ask spread or midpoint derivation needs unit/source contract,KEEP_DERIVED_WITH_PROVENANCE,Derived spread/midpoint requires unit/source provenance.,yes
server.py,2855,DEFAULT_ZERO_OR,last|mark|spot,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last|chains.callExpDateMap.*.mark|chains.putExpDateMap.*.mark|chains.underlying.mark|quotes.extended.mark|quotes.quote.mark|streaming.content.*.MARK,spot   = parsed.last or parsed.mark or 0.0,CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,3457,GET_DEFAULT_ZERO,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"ceil_tests  = _ed_db.count_level_tests(ticker, ""Call Gamma Wall"", cgw).get(""total"", 0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,3459,GET_DEFAULT_ZERO,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"floor_tests = _ed_db.count_level_tests(ticker, ""Put Gamma Wall"",  pgw).get(""total"", 0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,6273,DEFAULT_ZERO_OR,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"""volume"": float(c.volume or 0),",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
server.py,6284,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"""volume"": float(cur.get(""v"", 0) or 0),",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
features/signal_layer_v1.py,146,DEFAULT_ZERO_OR,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"vol = sum(_f(x.get(""volume"")) or 0.0 for x in chunk)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
features/signal_layer_v1.py,182,DEFAULT_ZERO_OR,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"v = _f(b.get(""volume"")) or 0.0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
features/signal_layer_v1.py,352,DEFAULT_ZERO_OR,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"v = _f(b.get(""volume"")) or 0.0",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
tools/ingest_1m_to_staging.py,89,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"vol = float(b.get(""volume"", 0) or 0)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
v2_decision/a2_option_expression.py,70,BLACK_SCHOLES,theta,chains.callExpDateMap.*.theta|chains.putExpDateMap.*.theta,"""contract_gate"": ""missing theta from chain row and Black-Scholes approximation inputs"",",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
v2_decision/a2_option_expression.py,140,BID_ASK_MID,ask|bid,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask|chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,"mid = round((bid + ask) / 2.0, 4) if bid is not None and ask is not None else None",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
v2_decision/a2_option_expression.py,544,ASK_MINUS_BID,ask|bid,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask|chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,"return round(ask - bid, 4)",CSV_PRIMITIVE_RISK_REVIEW,Schwab primitive appears with default/derivation risk,REPLACE_WITH_SCHWAB_OR_GATE,Schwab primitive appears with default/derivation risk.,yes
